id_cliente,id_cuenta,tipo
C101976,C101976-T2,TC
C101977,C101977-T1,TC
C101978,C101978-T1,TC
C101979,C101979-T1,TC
C101980,C101980-T1,TC
C101981,C101981-T1,TC
C101981,C101981-T2,TC
C101982,C101982-T1,TC
C101982,C101982-T2,TC
C101983,C101983-T1,TC
C101983,C101983-T2,TC
C101984,C101984-T1,TC
C101984,C101984-T2,TC
C101985,C101985-T1,TC
C101986,C101986-T1,TC
C101987,C101987-T1,TC
C101988,C101988-T1,TC
C101988,C101988-T2,TC
C101989,C101989-T1,TC
C101989,C101989-T2,TC
C101990,C101990-T1,TC
C101990,C101990-T2,TC
C101991,C101991-T1,TC
C101992,C101992-T1,TC
C101992,C101992-T2,TC
C101993,C101993-T1,TC
C101994,C101994-T1,TC
C101994,C101994-T2,TC
C101994,C101994-T3,TC
C101995,C101995-T1,TC
C101995,C101995-T2,TC
C101996,C101996-T1,TC
C101997,C101997-T1,TC
C101998,C101998-T1,TC
C101998,C101998-T2,TC
C101999,C101999-T1,TC
C101999,C101999-T2,TC
C102000,C102000-T1,TC
C102000,C102000-T2,TC
C102001,C102001-T1,TC
C102001,C102001-T2,TC
C102002,C102002-T1,TC
C102003,C102003-T1,TC
C102004,C102004-T1,TC
C102004,C102004-T2,TC
C102005,C102005-T1,TC
C102006,C102006-T1,TC
C102007,C102007-T1,TC
C102008,C102008-T1,TC
C102009,C102009-T1,TC
C102009,C102009-T2,TC
C102010,C102010-T1,TC
C102010,C102010-T2,TC
C102011,C102011-T1,TC
C102011,C102011-T2,TC
C102012,C102012-T1,TC
C102013,C102013-T1,TC
C102014,C102014-T1,TC
C102014,C102014-T2,TC
C102015,C102015-T1,TC
C102016,C102016-T1,TC
C102016,C102016-T2,TC
C102017,C102017-T1,TC
C102017,C102017-T2,TC
C102017,C102017-T3,TC
C102018,C102018-T1,TC
C102018,C102018-T2,TC
C102019,C102019-T1,TC
C102019,C102019-T2,TC
C102020,C102020-T1,TC
C102021,C102021-T1,TC
C102021,C102021-T2,TC
C102021,C102021-T3,TC
C102022,C102022-T1,TC
C102022,C102022-T2,TC
C102023,C102023-T1,TC
C102024,C102024-T1,TC
C102025,C102025-T1,TC
C102025,C102025-T2,TC
C102026,C102026-T1,TC
C102027,C102027-T1,TC
C102027,C102027-T2,TC
C102028,C102028-T1,TC
C102029,C102029-T1,TC
C102029,C102029-T2,TC
C102029,C102029-T3,TC
C102030,C102030-T1,TC
C102031,C102031-T1,TC
C102032,C102032-T1,TC
C102033,C102033-T1,TC
C102033,C102033-T2,TC
C102034,C102034-T1,TC
C102034,C102034-T2,TC
C102035,C102035-T1,TC
C102036,C102036-T1,TC
C102037,C102037-T1,TC
C102038,C102038-T1,TC
C102039,C102039-T1,TC
C102040,C102040-T1,TC
C102041,C102041-T1,TC
C102042,C102042-T1,TC
C102043,C102043-T1,TC
C102044,C102044-T1,TC
C102044,C102044-T2,TC
C102045,C102045-T1,TC
C102045,C102045-T2,TC
C102046,C102046-T1,TC
C102047,C102047-T1,TC
C102047,C102047-T2,TC
C102048,C102048-T1,TC
C102049,C102049-T1,TC
C102050,C102050-T1,TC
C102050,C102050-T2,TC
C102051,C102051-T1,TC
C102051,C102051-T2,TC
C102051,C102051-T3,TC
C102052,C102052-T1,TC
C102052,C102052-T2,TC
C102053,C102053-T1,TC
C102053,C102053-T2,TC
C102053,C102053-T3,TC
C102054,C102054-T1,TC
C102054,C102054-T2,TC
C102055,C102055-T1,TC
C102056,C102056-T1,TC
C102057,C102057-T1,TC
C102058,C102058-T1,TC
C102059,C102059-T1,TC
C102060,C102060-T1,TC
C102061,C102061-T1,TC
C102061,C102061-T2,TC
C102062,C102062-T1,TC
C102062,C102062-T2,TC
C102062,C102062-T3,TC
C102063,C102063-T1,TC
C102063,C102063-T2,TC
C102064,C102064-T1,TC
C102065,C102065-T1,TC
C102066,C102066-T1,TC
C102066,C102066-T2,TC
C102066,C102066-T3,TC
C102067,C102067-T1,TC
C102067,C102067-T2,TC
C102068,C102068-T1,TC
C102069,C102069-T1,TC
C102069,C102069-T2,TC
C102070,C102070-T1,TC
C102070,C102070-T2,TC
C102071,C102071-T1,TC
C102072,C102072-T1,TC
C102072,C102072-T2,TC
C102073,C102073-T1,TC
C102073,C102073-T2,TC
C102073,C102073-T3,TC
C102074,C102074-T1,TC
C102075,C102075-T1,TC
C102076,C102076-T1,TC
C102076,C102076-T2,TC
C102077,C102077-T1,TC
C102078,C102078-T1,TC
C102078,C102078-T2,TC
C102078,C102078-T3,TC
C102079,C102079-T1,TC
C102080,C102080-T1,TC
C102081,C102081-T1,TC
C102082,C102082-T1,TC
C102082,C102082-T2,TC
C102082,C102082-T3,TC
C102083,C102083-T1,TC
C102083,C102083-T2,TC
C102084,C102084-T1,TC
C102085,C102085-T1,TC
C102086,C102086-T1,TC
C102086,C102086-T2,TC
C102086,C102086-T3,TC
C102087,C102087-T1,TC
C102087,C102087-T2,TC
C102088,C102088-T1,TC
C102088,C102088-T2,TC
C102088,C102088-T3,TC
C102089,C102089-T1,TC
C102090,C102090-T1,TC
C102090,C102090-T2,TC
C102090,C102090-T3,TC
C102091,C102091-T1,TC
C102092,C102092-T1,TC
C102093,C102093-T1,TC
C102094,C102094-T1,TC
C102095,C102095-T1,TC
C102095,C102095-T2,TC
C102095,C102095-T3,TC
C102096,C102096-T1,TC
C102096,C102096-T2,TC
C102096,C102096-T3,TC
C102097,C102097-T1,TC
C102098,C102098-T1,TC
C102099,C102099-T1,TC
C102099,C102099-T2,TC
C102099,C102099-T3,TC
C102100,C102100-T1,TC
C102101,C102101-T1,TC
C102101,C102101-T2,TC
C102102,C102102-T1,TC
C102102,C102102-T2,TC
C102102,C102102-T3,TC
C102103,C102103-T1,TC
C102103,C102103-T2,TC
C102104,C102104-T1,TC
C102104,C102104-T2,TC
C102105,C102105-T1,TC
C102105,C102105-T2,TC
C102105,C102105-T3,TC
C102106,C102106-T1,TC
C102107,C102107-T1,TC
C102108,C102108-T1,TC
C102108,C102108-T2,TC
C102109,C102109-T1,TC
C102109,C102109-T2,TC
C102110,C102110-T1,TC
C102110,C102110-T2,TC
C102111,C102111-T1,TC
C102112,C102112-T1,TC
C102113,C102113-T1,TC
C102114,C102114-T1,TC
C102114,C102114-T2,TC
C102115,C102115-T1,TC
C102116,C102116-T1,TC
C102116,C102116-T2,TC
C102116,C102116-T3,TC
C102117,C102117-T1,TC
C102118,C102118-T1,TC
C102118,C102118-T2,TC
C102118,C102118-T3,TC
C102119,C102119-T1,TC
C102120,C102120-T1,TC
C102120,C102120-T2,TC
C102120,C102120-T3,TC
C102121,C102121-T1,TC
C102122,C102122-T1,TC
C102123,C102123-T1,TC
C102124,C102124-T1,TC
C102124,C102124-T2,TC
C102125,C102125-T1,TC
C102126,C102126-T1,TC
C102126,C102126-T2,TC
C102127,C102127-T1,TC
C102127,C102127-T2,TC
C102128,C102128-T1,TC
C102129,C102129-T1,TC
C102130,C102130-T1,TC
C102130,C102130-T2,TC
C102131,C102131-T1,TC
C102132,C102132-T1,TC
C102133,C102133-T1,TC
C102133,C102133-T2,TC
C102133,C102133-T3,TC
C102134,C102134-T1,TC
C102135,C102135-T1,TC
C102136,C102136-T1,TC
C102137,C102137-T1,TC
C102138,C102138-T1,TC
C102139,C102139-T1,TC
C102139,C102139-T2,TC
C102140,C102140-T1,TC
C102140,C102140-T2,TC
C102141,C102141-T1,TC
C102141,C102141-T2,TC
C102141,C102141-T3,TC
C102142,C102142-T1,TC
C102143,C102143-T1,TC
C102144,C102144-T1,TC
C102145,C102145-T1,TC
C102146,C102146-T1,TC
C102147,C102147-T1,TC
C102147,C102147-T2,TC
C102147,C102147-T3,TC
C102148,C102148-T1,TC
C102149,C102149-T1,TC
C102150,C102150-T1,TC
C102150,C102150-T2,TC
C102151,C102151-T1,TC
C102152,C102152-T1,TC
C102152,C102152-T2,TC
C102152,C102152-T3,TC
C102153,C102153-T1,TC
C102154,C102154-T1,TC
C102154,C102154-T2,TC
C102155,C102155-T1,TC
C102155,C102155-T2,TC
C102156,C102156-T1,TC
C102156,C102156-T2,TC
C102157,C102157-T1,TC
C102158,C102158-T1,TC
C102159,C102159-T1,TC
C102160,C102160-T1,TC
C102161,C102161-T1,TC
C102161,C102161-T2,TC
C102162,C102162-T1,TC
C102162,C102162-T2,TC
C102163,C102163-T1,TC
C102164,C102164-T1,TC
C102165,C102165-T1,TC
C102166,C102166-T1,TC
C102167,C102167-T1,TC
C102167,C102167-T2,TC
C102168,C102168-T1,TC
C102169,C102169-T1,TC
C102170,C102170-T1,TC
C102170,C102170-T2,TC
C102171,C102171-T1,TC
C102172,C102172-T1,TC
C102172,C102172-T2,TC
C102173,C102173-T1,TC
C102173,C102173-T2,TC
C102174,C102174-T1,TC
C102175,C102175-T1,TC
C102176,C102176-T1,TC
C102176,C102176-T2,TC
C102177,C102177-T1,TC
C102178,C102178-T1,TC
C102178,C102178-T2,TC
C102179,C102179-T1,TC
C102180,C102180-T1,TC
C102181,C102181-T1,TC
C102182,C102182-T1,TC
C102182,C102182-T2,TC
C102183,C102183-T1,TC
C102183,C102183-T2,TC
C102184,C102184-T1,TC
C102185,C102185-T1,TC
C102186,C102186-T1,TC
C102187,C102187-T1,TC
C102188,C102188-T1,TC
C102188,C102188-T2,TC
C102188,C102188-T3,TC
C102189,C102189-T1,TC
C102189,C102189-T2,TC
C102190,C102190-T1,TC
C102191,C102191-T1,TC
C102192,C102192-T1,TC
C102193,C102193-T1,TC
C102194,C102194-T1,TC
C102195,C102195-T1,TC
C102196,C102196-T1,TC
C102196,C102196-T2,TC
C102197,C102197-T1,TC
C102197,C102197-T2,TC
C102197,C102197-T3,TC
C102198,C102198-T1,TC
C102199,C102199-T1,TC
C102200,C102200-T1,TC
C102201,C102201-T1,TC
C102201,C102201-T2,TC
C102201,C102201-T3,TC
C102202,C102202-T1,TC
C102203,C102203-T1,TC
C102203,C102203-T2,TC
C102204,C102204-T1,TC
C102205,C102205-T1,TC
C102206,C102206-T1,TC
C102207,C102207-T1,TC
C102208,C102208-T1,TC
C102209,C102209-T1,TC
C102210,C102210-T1,TC
C102211,C102211-T1,TC
C102212,C102212-T1,TC
C102213,C102213-T1,TC
C102214,C102214-T1,TC
C102215,C102215-T1,TC
C102215,C102215-T2,TC
C102216,C102216-T1,TC
C102217,C102217-T1,TC
C102217,C102217-T2,TC
C102217,C102217-T3,TC
C102218,C102218-T1,TC
C102218,C102218-T2,TC
C102219,C102219-T1,TC
C102220,C102220-T1,TC
C102220,C102220-T2,TC
C102221,C102221-T1,TC
C102221,C102221-T2,TC
C102222,C102222-T1,TC
C102223,C102223-T1,TC
C102223,C102223-T2,TC
C102224,C102224-T1,TC
C102225,C102225-T1,TC
C102226,C102226-T1,TC
C102227,C102227-T1,TC
C102228,C102228-T1,TC
C102228,C102228-T2,TC
C102229,C102229-T1,TC
C102230,C102230-T1,TC
C102231,C102231-T1,TC
C102232,C102232-T1,TC
C102232,C102232-T2,TC
C102233,C102233-T1,TC
C102233,C102233-T2,TC
C102234,C102234-T1,TC
C102235,C102235-T1,TC
C102236,C102236-T1,TC
C102237,C102237-T1,TC
C102238,C102238-T1,TC
C102238,C102238-T2,TC
C102238,C102238-T3,TC
C102239,C102239-T1,TC
C102240,C102240-T1,TC
C102241,C102241-T1,TC
C102241,C102241-T2,TC
C102242,C102242-T1,TC
C102242,C102242-T2,TC
C102243,C102243-T1,TC
C102243,C102243-T2,TC
C102244,C102244-T1,TC
C102244,C102244-T2,TC
C102245,C102245-T1,TC
C102246,C102246-T1,TC
C102247,C102247-T1,TC
C102248,C102248-T1,TC
C102249,C102249-T1,TC
C102250,C102250-T1,TC
C102250,C102250-T2,TC
C102251,C102251-T1,TC
C102251,C102251-T2,TC
C102252,C102252-T1,TC
C102252,C102252-T2,TC
C102253,C102253-T1,TC
C102253,C102253-T2,TC
C102254,C102254-T1,TC
C102254,C102254-T2,TC
C102255,C102255-T1,TC
C102256,C102256-T1,TC
C102257,C102257-T1,TC
C102257,C102257-T2,TC
C102257,C102257-T3,TC
C102258,C102258-T1,TC
C102259,C102259-T1,TC
C102260,C102260-T1,TC
C102260,C102260-T2,TC
C102260,C102260-T3,TC
C102261,C102261-T1,TC
C102262,C102262-T1,TC
C102263,C102263-T1,TC
C102264,C102264-T1,TC
C102265,C102265-T1,TC
C102266,C102266-T1,TC
C102267,C102267-T1,TC
C102268,C102268-T1,TC
C102269,C102269-T1,TC
C102269,C102269-T2,TC
C102270,C102270-T1,TC
C102271,C102271-T1,TC
C102272,C102272-T1,TC
C102273,C102273-T1,TC
C102274,C102274-T1,TC
C102274,C102274-T2,TC
C102275,C102275-T1,TC
C102275,C102275-T2,TC
C102276,C102276-T1,TC
C102276,C102276-T2,TC
C102277,C102277-T1,TC
C102277,C102277-T2,TC
C102278,C102278-T1,TC
C102278,C102278-T2,TC
C102279,C102279-T1,TC
C102279,C102279-T2,TC
C102280,C102280-T1,TC
C102281,C102281-T1,TC
C102281,C102281-T2,TC
C102281,C102281-T3,TC
C102282,C102282-T1,TC
C102283,C102283-T1,TC
C102283,C102283-T2,TC
C102284,C102284-T1,TC
C102284,C102284-T2,TC
C102285,C102285-T1,TC
C102286,C102286-T1,TC
C102287,C102287-T1,TC
C102288,C102288-T1,TC
C102289,C102289-T1,TC
C102290,C102290-T1,TC
C102291,C102291-T1,TC
C102291,C102291-T2,TC
C102291,C102291-T3,TC
C102292,C102292-T1,TC
C102293,C102293-T1,TC
C102293,C102293-T2,TC
C102294,C102294-T1,TC
C102295,C102295-T1,TC
C102296,C102296-T1,TC
C102296,C102296-T2,TC
C102297,C102297-T1,TC
C102298,C102298-T1,TC
C102299,C102299-T1,TC
C102299,C102299-T2,TC
C102300,C102300-T1,TC
C102300,C102300-T2,TC
C102301,C102301-T1,TC
C102302,C102302-T1,TC
C102302,C102302-T2,TC
C102303,C102303-T1,TC
C102303,C102303-T2,TC
C102303,C102303-T3,TC
C102304,C102304-T1,TC
C102305,C102305-T1,TC
C102306,C102306-T1,TC
C102307,C102307-T1,TC
C102307,C102307-T2,TC
C102308,C102308-T1,TC
C102309,C102309-T1,TC
C102309,C102309-T2,TC
C102310,C102310-T1,TC
C102311,C102311-T1,TC
C102311,C102311-T2,TC
C102312,C102312-T1,TC
C102313,C102313-T1,TC
C102314,C102314-T1,TC
C102315,C102315-T1,TC
C102316,C102316-T1,TC
C102317,C102317-T1,TC
C102318,C102318-T1,TC
C102318,C102318-T2,TC
C102318,C102318-T3,TC
C102319,C102319-T1,TC
C102320,C102320-T1,TC
C102321,C102321-T1,TC
C102322,C102322-T1,TC
C102323,C102323-T1,TC
C102324,C102324-T1,TC
C102325,C102325-T1,TC
C102325,C102325-T2,TC
C102325,C102325-T3,TC
C102326,C102326-T1,TC
C102327,C102327-T1,TC
C102327,C102327-T2,TC
C102328,C102328-T1,TC
C102329,C102329-T1,TC
C102329,C102329-T2,TC
C102329,C102329-T3,TC
C102330,C102330-T1,TC
C102331,C102331-T1,TC
C102332,C102332-T1,TC
C102332,C102332-T2,TC
C102333,C102333-T1,TC
C102334,C102334-T1,TC
C102335,C102335-T1,TC
C102336,C102336-T1,TC
C102336,C102336-T2,TC
C102337,C102337-T1,TC
C102338,C102338-T1,TC
C102338,C102338-T2,TC
C102339,C102339-T1,TC
C102340,C102340-T1,TC
C102340,C102340-T2,TC
C102341,C102341-T1,TC
C102341,C102341-T2,TC
C102342,C102342-T1,TC
C102343,C102343-T1,TC
C102343,C102343-T2,TC
C102344,C102344-T1,TC
C102345,C102345-T1,TC
C102346,C102346-T1,TC
C102346,C102346-T2,TC
C102347,C102347-T1,TC
C102348,C102348-T1,TC
C102348,C102348-T2,TC
C102349,C102349-T1,TC
C102349,C102349-T2,TC
C102350,C102350-T1,TC
C102351,C102351-T1,TC
C102352,C102352-T1,TC
C102352,C102352-T2,TC
C102353,C102353-T1,TC
C102354,C102354-T1,TC
C102355,C102355-T1,TC
C102355,C102355-T2,TC
C102356,C102356-T1,TC
C102356,C102356-T2,TC
C102356,C102356-T3,TC
C102357,C102357-T1,TC
C102358,C102358-T1,TC
C102358,C102358-T2,TC
C102358,C102358-T3,TC
C102359,C102359-T1,TC
C102359,C102359-T2,TC
C102360,C102360-T1,TC
C102361,C102361-T1,TC
C102362,C102362-T1,TC
C102362,C102362-T2,TC
C102363,C102363-T1,TC
C102364,C102364-T1,TC
C102365,C102365-T1,TC
C102365,C102365-T2,TC
C102365,C102365-T3,TC
C102366,C102366-T1,TC
C102366,C102366-T2,TC
C102367,C102367-T1,TC
C102367,C102367-T2,TC
C102368,C102368-T1,TC
C102368,C102368-T2,TC
C102368,C102368-T3,TC
C102369,C102369-T1,TC
C102369,C102369-T2,TC
C102370,C102370-T1,TC
C102371,C102371-T1,TC
C102372,C102372-T1,TC
C102373,C102373-T1,TC
C102374,C102374-T1,TC
C102374,C102374-T2,TC
C102375,C102375-T1,TC
C102376,C102376-T1,TC
C102377,C102377-T1,TC
C102378,C102378-T1,TC
C102379,C102379-T1,TC
C102380,C102380-T1,TC
C102381,C102381-T1,TC
C102382,C102382-T1,TC
C102382,C102382-T2,TC
C102383,C102383-T1,TC
C102383,C102383-T2,TC
C102383,C102383-T3,TC
C102384,C102384-T1,TC
C102385,C102385-T1,TC
C102386,C102386-T1,TC
C102386,C102386-T2,TC
C102387,C102387-T1,TC
C102387,C102387-T2,TC
C102388,C102388-T1,TC
C102388,C102388-T2,TC
C102389,C102389-T1,TC
C102389,C102389-T2,TC
C102390,C102390-T1,TC
C102391,C102391-T1,TC
C102392,C102392-T1,TC
C102393,C102393-T1,TC
C102393,C102393-T2,TC
C102394,C102394-T1,TC
C102395,C102395-T1,TC
C102396,C102396-T1,TC
C102396,C102396-T2,TC
C102397,C102397-T1,TC
C102398,C102398-T1,TC
C102399,C102399-T1,TC
C102400,C102400-T1,TC
C102400,C102400-T2,TC
C102401,C102401-T1,TC
C102401,C102401-T2,TC
C102401,C102401-T3,TC
C102402,C102402-T1,TC
C102402,C102402-T2,TC
C102403,C102403-T1,TC
C102403,C102403-T2,TC
C102404,C102404-T1,TC
C102404,C102404-T2,TC
C102405,C102405-T1,TC
C102406,C102406-T1,TC
C102407,C102407-T1,TC
C102408,C102408-T1,TC
C102409,C102409-T1,TC
C102409,C102409-T2,TC
C102410,C102410-T1,TC
C102411,C102411-T1,TC
C102412,C102412-T1,TC
C102413,C102413-T1,TC
C102414,C102414-T1,TC
C102414,C102414-T2,TC
C102415,C102415-T1,TC
C102416,C102416-T1,TC
C102416,C102416-T2,TC
C102417,C102417-T1,TC
C102417,C102417-T2,TC
C102418,C102418-T1,TC
C102419,C102419-T1,TC
C102419,C102419-T2,TC
C102419,C102419-T3,TC
C102420,C102420-T1,TC
C102420,C102420-T2,TC
C102421,C102421-T1,TC
C102421,C102421-T2,TC
C102422,C102422-T1,TC
C102423,C102423-T1,TC
C102424,C102424-T1,TC
C102425,C102425-T1,TC
C102426,C102426-T1,TC
C102427,C102427-T1,TC
C102427,C102427-T2,TC
C102428,C102428-T1,TC
C102429,C102429-T1,TC
C102430,C102430-T1,TC
C102431,C102431-T1,TC
C102432,C102432-T1,TC
C102433,C102433-T1,TC
C102434,C102434-T1,TC
C102435,C102435-T1,TC
C102436,C102436-T1,TC
C102436,C102436-T2,TC
C102436,C102436-T3,TC
C102437,C102437-T1,TC
C102438,C102438-T1,TC
C102438,C102438-T2,TC
C102438,C102438-T3,TC
C102439,C102439-T1,TC
C102439,C102439-T2,TC
C102439,C102439-T3,TC
C102440,C102440-T1,TC
C102440,C102440-T2,TC
C102441,C102441-T1,TC
C102441,C102441-T2,TC
C102442,C102442-T1,TC
C102442,C102442-T2,TC
C102443,C102443-T1,TC
C102444,C102444-T1,TC
C102445,C102445-T1,TC
C102446,C102446-T1,TC
C102446,C102446-T2,TC
C102447,C102447-T1,TC
C102447,C102447-T2,TC
C102448,C102448-T1,TC
C102449,C102449-T1,TC
C102450,C102450-T1,TC
C102451,C102451-T1,TC
C102452,C102452-T1,TC
C102452,C102452-T2,TC
C102453,C102453-T1,TC
C102453,C102453-T2,TC
C102453,C102453-T3,TC
C102454,C102454-T1,TC
C102455,C102455-T1,TC
C102455,C102455-T2,TC
C102455,C102455-T3,TC
C102456,C102456-T1,TC
C102456,C102456-T2,TC
C102457,C102457-T1,TC
C102458,C102458-T1,TC
C102459,C102459-T1,TC
C102459,C102459-T2,TC
C102460,C102460-T1,TC
C102460,C102460-T2,TC
C102460,C102460-T3,TC
C102461,C102461-T1,TC
C102462,C102462-T1,TC
C102463,C102463-T1,TC
C102464,C102464-T1,TC
C102465,C102465-T1,TC
C102466,C102466-T1,TC
C102466,C102466-T2,TC
C102467,C102467-T1,TC
C102468,C102468-T1,TC
C102468,C102468-T2,TC
C102469,C102469-T1,TC
C102470,C102470-T1,TC
C102471,C102471-T1,TC
C102472,C102472-T1,TC
C102473,C102473-T1,TC
C102473,C102473-T2,TC
C102474,C102474-T1,TC
C102475,C102475-T1,TC
C102476,C102476-T1,TC
C102477,C102477-T1,TC
C102478,C102478-T1,TC
C102479,C102479-T1,TC
C102479,C102479-T2,TC
C102480,C102480-T1,TC
C102481,C102481-T1,TC
C102482,C102482-T1,TC
C102482,C102482-T2,TC
C102483,C102483-T1,TC
C102484,C102484-T1,TC
C102485,C102485-T1,TC
C102485,C102485-T2,TC
C102485,C102485-T3,TC
C102486,C102486-T1,TC
C102487,C102487-T1,TC
C102488,C102488-T1,TC
C102488,C102488-T2,TC
C102489,C102489-T1,TC
C102490,C102490-T1,TC
C102491,C102491-T1,TC
C102491,C102491-T2,TC
C102492,C102492-T1,TC
C102493,C102493-T1,TC
C102494,C102494-T1,TC
C102495,C102495-T1,TC
C102495,C102495-T2,TC
C102496,C102496-T1,TC
C102497,C102497-T1,TC
C102498,C102498-T1,TC
C102499,C102499-T1,TC
C102500,C102500-T1,TC
C102500,C102500-T2,TC
C102501,C102501-T1,TC
C102502,C102502-T1,TC
C102502,C102502-T2,TC
C102503,C102503-T1,TC
C102503,C102503-T2,TC
C102504,C102504-T1,TC
C102505,C102505-T1,TC
C102506,C102506-T1,TC
C102506,C102506-T2,TC
C102507,C102507-T1,TC
C102508,C102508-T1,TC
C102509,C102509-T1,TC
C102510,C102510-T1,TC
C102511,C102511-T1,TC
C102511,C102511-T2,TC
C102511,C102511-T3,TC
C102512,C102512-T1,TC
C102513,C102513-T1,TC
C102514,C102514-T1,TC
C102515,C102515-T1,TC
C102515,C102515-T2,TC
C102516,C102516-T1,TC
C102517,C102517-T1,TC
C102518,C102518-T1,TC
C102519,C102519-T1,TC
C102520,C102520-T1,TC
C102521,C102521-T1,TC
C102521,C102521-T2,TC
C102521,C102521-T3,TC
C102522,C102522-T1,TC
C102522,C102522-T2,TC
C102523,C102523-T1,TC
C102524,C102524-T1,TC
C102525,C102525-T1,TC
C102525,C102525-T2,TC
C102526,C102526-T1,TC
C102526,C102526-T2,TC
C102527,C102527-T1,TC
C102527,C102527-T2,TC
C102528,C102528-T1,TC
C102528,C102528-T2,TC
C102529,C102529-T1,TC
C102529,C102529-T2,TC
C102530,C102530-T1,TC
C102530,C102530-T2,TC
C102531,C102531-T1,TC
C102532,C102532-T1,TC
C102533,C102533-T1,TC
C102533,C102533-T2,TC
C102534,C102534-T1,TC
C102535,C102535-T1,TC
C102536,C102536-T1,TC
C102536,C102536-T2,TC
C102537,C102537-T1,TC
C102537,C102537-T2,TC
C102538,C102538-T1,TC
C102538,C102538-T2,TC
C102539,C102539-T1,TC
C102539,C102539-T2,TC
C102540,C102540-T1,TC
C102540,C102540-T2,TC
C102541,C102541-T1,TC
C102541,C102541-T2,TC
C102542,C102542-T1,TC
C102542,C102542-T2,TC
C102543,C102543-T1,TC
C102544,C102544-T1,TC
C102545,C102545-T1,TC
C102545,C102545-T2,TC
C102546,C102546-T1,TC
C102547,C102547-T1,TC
C102548,C102548-T1,TC
C102548,C102548-T2,TC
C102549,C102549-T1,TC
C102550,C102550-T1,TC
C102550,C102550-T2,TC
C102551,C102551-T1,TC
C102552,C102552-T1,TC
C102553,C102553-T1,TC
C102554,C102554-T1,TC
C102554,C102554-T2,TC
C102555,C102555-T1,TC
C102555,C102555-T2,TC
C102556,C102556-T1,TC
C102556,C102556-T2,TC
C102557,C102557-T1,TC
C102558,C102558-T1,TC
C102559,C102559-T1,TC
C102560,C102560-T1,TC
C102560,C102560-T2,TC
C102561,C102561-T1,TC
C102561,C102561-T2,TC
C102562,C102562-T1,TC
C102563,C102563-T1,TC
C102564,C102564-T1,TC
C102564,C102564-T2,TC
C102564,C102564-T3,TC
C102565,C102565-T1,TC
C102565,C102565-T2,TC
C102566,C102566-T1,TC
C102566,C102566-T2,TC
C102567,C102567-T1,TC
C102567,C102567-T2,TC
C102568,C102568-T1,TC
C102569,C102569-T1,TC
C102570,C102570-T1,TC
C102571,C102571-T1,TC
C102572,C102572-T1,TC
C102572,C102572-T2,TC
C102573,C102573-T1,TC
C102573,C102573-T2,TC
C102574,C102574-T1,TC
C102575,C102575-T1,TC
C102576,C102576-T1,TC
C102576,C102576-T2,TC
C102577,C102577-T1,TC
C102577,C102577-T2,TC
C102578,C102578-T1,TC
C102578,C102578-T2,TC
C102578,C102578-T3,TC
C102579,C102579-T1,TC
C102579,C102579-T2,TC
C102580,C102580-T1,TC
C102581,C102581-T1,TC
C102582,C102582-T1,TC
C102583,C102583-T1,TC
C102583,C102583-T2,TC
C102584,C102584-T1,TC
C102584,C102584-T2,TC
C102585,C102585-T1,TC
C102586,C102586-T1,TC
C102586,C102586-T2,TC
C102587,C102587-T1,TC
C102587,C102587-T2,TC
C102588,C102588-T1,TC
C102588,C102588-T2,TC
C102589,C102589-T1,TC
C102590,C102590-T1,TC
C102590,C102590-T2,TC
C102591,C102591-T1,TC
C102591,C102591-T2,TC
C102591,C102591-T3,TC
C102592,C102592-T1,TC
C102593,C102593-T1,TC
C102594,C102594-T1,TC
C102595,C102595-T1,TC
C102596,C102596-T1,TC
C102597,C102597-T1,TC
C102598,C102598-T1,TC
C102598,C102598-T2,TC
C102599,C102599-T1,TC
C102600,C102600-T1,TC
C102601,C102601-T1,TC
C102602,C102602-T1,TC
C102602,C102602-T2,TC
C102602,C102602-T3,TC
C102603,C102603-T1,TC
C102604,C102604-T1,TC
C102605,C102605-T1,TC
C102606,C102606-T1,TC
C102607,C102607-T1,TC
C102608,C102608-T1,TC
C102609,C102609-T1,TC
C102609,C102609-T2,TC
C102610,C102610-T1,TC
C102611,C102611-T1,TC
C102612,C102612-T1,TC
C102613,C102613-T1,TC
C102613,C102613-T2,TC
C102614,C102614-T1,TC
C102614,C102614-T2,TC
C102615,C102615-T1,TC
C102616,C102616-T1,TC
C102617,C102617-T1,TC
C102618,C102618-T1,TC
C102619,C102619-T1,TC
C102619,C102619-T2,TC
C102619,C102619-T3,TC
C102620,C102620-T1,TC
C102621,C102621-T1,TC
C102622,C102622-T1,TC
C102623,C102623-T1,TC
C102623,C102623-T2,TC
C102624,C102624-T1,TC
C102625,C102625-T1,TC
C102626,C102626-T1,TC
C102627,C102627-T1,TC
C102628,C102628-T1,TC
C102628,C102628-T2,TC
C102629,C102629-T1,TC
C102630,C102630-T1,TC
C102630,C102630-T2,TC
C102630,C102630-T3,TC
C102631,C102631-T1,TC
C102632,C102632-T1,TC
C102632,C102632-T2,TC
C102633,C102633-T1,TC
C102634,C102634-T1,TC
C102635,C102635-T1,TC
C102635,C102635-T2,TC
C102636,C102636-T1,TC
C102637,C102637-T1,TC
C102638,C102638-T1,TC
C102638,C102638-T2,TC
C102639,C102639-T1,TC
C102640,C102640-T1,TC
C102640,C102640-T2,TC
C102640,C102640-T3,TC
C102641,C102641-T1,TC
