id_cliente,default_12m,lgd_real,stage_ifrs9,pd12m_sim
C00034126,0,0.345,2,0.35
C00034127,1,0.342,2,0.35
C00034128,0,0.356,2,0.35
C00034129,0,0.304,2,0.35
C00034130,0,0.334,2,0.35
C00034131,0,0.358,2,0.35
C00034132,1,0.354,2,0.35
C00034133,0,0.321,2,0.35
C00034134,0,0.345,2,0.35
C00034135,0,0.305,2,0.35
C00034136,0,0.316,2,0.35
C00034137,1,0.345,2,0.35
C00034138,0,0.344,2,0.35
C00034139,0,0.31,2,0.35
C00034140,0,0.323,2,0.35
C00034141,0,0.314,2,0.35
C00034142,0,0.32,2,0.35
C00034143,0,0.33,2,0.35
C00034144,0,0.332,2,0.35
C00034145,1,0.333,2,0.35
C00034146,0,0.317,2,0.35
C00034147,1,0.323,2,0.35
C00034148,1,0.304,2,0.35
C00034149,0,0.312,2,0.35
C00034150,1,0.343,2,0.35
C00034151,0,0.335,2,0.35
C00034152,0,0.307,2,0.35
C00034153,1,0.334,2,0.35
C00034154,0,0.307,2,0.35
C00034155,1,0.353,2,0.35
C00034156,1,0.285,2,0.35
C00034157,1,0.295,2,0.35
C00034158,0,0.344,2,0.35
C00034159,0,0.357,2,0.35
C00034160,0,0.338,2,0.35
C00034161,0,0.307,2,0.35
C00034162,1,0.322,2,0.35
C00034163,0,0.329,2,0.35
C00034164,0,0.329,2,0.35
C00034165,1,0.333,2,0.35
C00034166,0,0.343,2,0.35
C00034167,1,0.298,2,0.35
C00034168,0,0.328,2,0.35
C00034169,0,0.331,2,0.35
C00034170,0,0.33,2,0.35
C00034171,0,0.309,2,0.35
C00034172,1,0.341,2,0.35
C00034173,0,0.316,2,0.35
C00034174,0,0.343,2,0.35
C00034175,1,0.327,2,0.35
C00034176,0,0.329,2,0.35
C00034177,0,0.339,2,0.35
C00034178,0,0.317,2,0.35
C00034179,1,0.362,2,0.35
C00034180,1,0.355,2,0.35
C00034181,0,0.366,2,0.35
C00034182,0,0.326,2,0.35
C00034183,1,0.34,2,0.35
C00034184,1,0.311,2,0.35
C00034185,0,0.314,2,0.35
C00034186,0,0.341,2,0.35
C00034187,0,0.335,2,0.35
C00034188,0,0.32,2,0.35
C00034189,1,0.324,2,0.35
C00034190,1,0.325,2,0.35
C00034191,0,0.323,2,0.35
C00034192,1,0.285,2,0.35
C00034193,0,0.339,2,0.35
C00034194,1,0.314,2,0.35
C00034195,0,0.322,2,0.35
C00034196,1,0.341,2,0.35
C00034197,0,0.324,2,0.35
C00034198,0,0.336,2,0.35
C00034199,0,0.325,2,0.35
C00034200,0,0.298,2,0.35
C00034201,0,0.321,2,0.35
C00034202,1,0.358,2,0.35
C00034203,0,0.328,2,0.35
C00034204,1,0.35,2,0.35
C00034205,0,0.336,2,0.35
C00034206,0,0.335,2,0.35
C00034207,0,0.339,2,0.35
C00034208,0,0.329,2,0.35
C00034209,0,0.313,2,0.35
C00034210,0,0.303,2,0.35
C00034211,0,0.332,2,0.35
C00034212,0,0.307,2,0.35
C00034213,0,0.343,2,0.35
C00034214,0,0.322,2,0.35
C00034215,0,0.37,2,0.35
C00034216,0,0.328,2,0.35
C00034217,1,0.301,2,0.35
C00034218,0,0.304,2,0.35
C00034219,1,0.36,2,0.35
C00034220,0,0.345,2,0.35
C00034221,1,0.332,2,0.35
C00034222,0,0.335,2,0.35
C00034223,0,0.341,2,0.35
C00034224,0,0.321,2,0.35
C00034225,1,0.34,2,0.35
C00034226,0,0.319,2,0.35
C00034227,1,0.32,2,0.35
C00034228,0,0.33,2,0.35
C00034229,0,0.31,2,0.35
C00034230,1,0.337,2,0.35
C00034231,0,0.33,2,0.35
C00034232,0,0.338,2,0.35
C00034233,1,0.344,2,0.35
C00034234,0,0.32,2,0.35
C00034235,0,0.317,2,0.35
C00034236,0,0.298,2,0.35
C00034237,1,0.339,2,0.35
C00034238,0,0.305,2,0.35
C00034239,0,0.323,2,0.35
C00034240,0,0.313,2,0.35
C00034241,1,0.346,2,0.35
C00034242,0,0.316,2,0.35
C00034243,0,0.322,2,0.35
C00034244,1,0.326,2,0.35
C00034245,1,0.317,2,0.35
C00034246,0,0.352,2,0.35
C00034247,0,0.344,2,0.35
C00034248,0,0.308,2,0.35
C00034249,0,0.352,2,0.35
C00034250,0,0.337,2,0.35
C00034251,0,0.342,2,0.35
C00034252,0,0.319,2,0.35
C00034253,0,0.332,2,0.35
C00034254,0,0.313,2,0.35
C00034255,0,0.334,2,0.35
C00034256,0,0.298,2,0.35
C00034257,0,0.343,2,0.35
C00034258,0,0.313,2,0.35
C00034259,1,0.313,2,0.35
C00034260,0,0.336,2,0.35
C00034261,1,0.326,2,0.35
C00034262,1,0.355,2,0.35
C00034263,0,0.324,2,0.35
C00034264,1,0.339,2,0.35
C00034265,0,0.32,2,0.35
C00034266,1,0.325,2,0.35
C00034267,0,0.334,2,0.35
C00034268,1,0.319,2,0.35
C00034269,0,0.319,2,0.35
C00034270,1,0.349,2,0.35
C00034271,0,0.299,2,0.35
C00034272,1,0.357,2,0.35
C00034273,1,0.369,2,0.35
C00034274,1,0.312,2,0.35
C00034275,0,0.33,2,0.35
C00034276,0,0.323,2,0.35
C00034277,0,0.316,2,0.35
C00034278,0,0.328,2,0.35
C00034279,0,0.356,2,0.35
C00034280,1,0.326,2,0.35
C00034281,1,0.357,2,0.35
C00034282,0,0.303,2,0.35
C00034283,0,0.324,2,0.35
C00034284,1,0.36,2,0.35
C00034285,0,0.316,2,0.35
C00034286,1,0.367,2,0.35
C00034287,1,0.342,2,0.35
C00034288,0,0.342,2,0.35
C00034289,0,0.358,2,0.35
C00034290,1,0.307,1,0.3379
C00034291,0,0.324,2,0.35
C00034292,0,0.329,2,0.35
C00034293,0,0.32,2,0.35
C00034294,0,0.327,2,0.35
C00034295,1,0.333,2,0.35
C00034296,0,0.329,2,0.35
C00034297,0,0.341,2,0.35
C00034298,1,0.36,2,0.35
C00034299,0,0.305,2,0.35
C00034300,0,0.313,2,0.35
C00034301,0,0.308,2,0.35
C00034302,1,0.324,2,0.35
C00034303,1,0.327,2,0.35
C00034304,0,0.338,2,0.35
C00034305,1,0.327,2,0.35
C00034306,1,0.334,2,0.35
C00034307,0,0.333,2,0.35
C00034308,0,0.331,2,0.35
C00034309,1,0.328,2,0.35
C00034310,0,0.365,2,0.35
C00034311,0,0.32,2,0.35
C00034312,0,0.32,2,0.35
C00034313,0,0.329,2,0.35
C00034314,0,0.355,2,0.35
C00034315,0,0.337,2,0.35
C00034316,0,0.313,2,0.35
C00034317,1,0.352,2,0.35
C00034318,0,0.312,2,0.35
C00034319,0,0.34,2,0.35
C00034320,0,0.316,2,0.35
C00034321,0,0.322,2,0.35
C00034322,1,0.364,2,0.35
C00034323,0,0.316,2,0.35
C00034324,0,0.331,2,0.35
C00034325,0,0.339,2,0.35
C00034326,1,0.33,2,0.35
C00034327,1,0.33,2,0.35
C00034328,0,0.332,2,0.35
C00034329,1,0.329,2,0.35
C00034330,1,0.332,2,0.35
C00034331,1,0.321,2,0.35
C00034332,1,0.321,2,0.35
C00034333,1,0.315,2,0.35
C00034334,0,0.327,2,0.35
C00034335,0,0.322,2,0.35
C00034336,1,0.311,2,0.35
C00034337,1,0.363,2,0.35
C00034338,0,0.324,2,0.35
C00034339,0,0.328,2,0.35
C00034340,0,0.346,2,0.35
C00034341,0,0.335,2,0.35
C00034342,0,0.346,2,0.35
C00034343,0,0.315,2,0.35
C00034344,1,0.3,2,0.35
C00034345,0,0.356,2,0.35
C00034346,0,0.347,2,0.35
C00034347,0,0.344,2,0.35
C00034348,1,0.324,2,0.35
C00034349,0,0.31,2,0.35
C00034350,0,0.322,2,0.35
C00034351,1,0.341,2,0.35
C00034352,1,0.329,2,0.35
C00034353,0,0.331,2,0.35
C00034354,0,0.322,2,0.35
C00034355,1,0.319,2,0.35
C00034356,0,0.325,2,0.35
C00034357,0,0.328,2,0.35
C00034358,1,0.344,2,0.35
C00034359,1,0.305,2,0.35
C00034360,0,0.31,2,0.35
C00034361,1,0.309,2,0.35
C00034362,0,0.307,2,0.35
C00034363,1,0.319,2,0.35
C00034364,0,0.309,2,0.35
C00034365,0,0.311,2,0.35
C00034366,1,0.345,2,0.35
C00034367,1,0.361,2,0.35
C00034368,0,0.348,2,0.35
C00034369,1,0.344,2,0.35
C00034370,1,0.333,2,0.35
C00034371,0,0.325,2,0.35
C00034372,0,0.343,2,0.35
C00034373,0,0.324,2,0.35
C00034374,1,0.335,2,0.35
C00034375,0,0.351,2,0.35
C00034376,0,0.294,2,0.35
C00034377,0,0.333,2,0.35
C00034378,0,0.349,2,0.35
C00034379,0,0.347,2,0.35
C00034380,0,0.324,2,0.35
C00034381,0,0.305,2,0.35
C00034382,1,0.318,2,0.35
C00034383,0,0.321,2,0.35
C00034384,0,0.335,2,0.35
C00034385,0,0.333,2,0.35
C00034386,1,0.323,2,0.35
C00034387,0,0.355,2,0.35
C00034388,0,0.337,2,0.35
C00034389,1,0.332,2,0.35
C00034390,0,0.324,2,0.35
C00034391,0,0.323,2,0.35
C00034392,0,0.332,2,0.35
C00034393,1,0.331,2,0.35
C00034394,0,0.39,2,0.35
C00034395,1,0.311,2,0.35
C00034396,1,0.352,2,0.35
C00034397,1,0.331,2,0.35
C00034398,0,0.335,2,0.35
C00034399,1,0.326,2,0.35
C00034400,0,0.328,2,0.35
C00034401,0,0.346,2,0.35
C00034402,0,0.334,2,0.35
C00034403,0,0.326,2,0.35
C00034404,1,0.327,2,0.35
C00034405,1,0.333,2,0.35
C00034406,1,0.347,2,0.35
C00034407,1,0.358,2,0.35
C00034408,0,0.332,2,0.35
C00034409,1,0.332,2,0.35
C00034410,0,0.325,2,0.35
C00034411,0,0.298,2,0.35
C00034412,0,0.333,2,0.35
C00034413,1,0.318,2,0.35
C00034414,1,0.32,2,0.35
C00034415,1,0.316,2,0.35
C00034416,1,0.334,2,0.35
C00034417,0,0.336,2,0.35
C00034418,0,0.339,2,0.35
C00034419,0,0.299,2,0.35
C00034420,1,0.318,2,0.35
C00034421,0,0.317,2,0.35
C00034422,0,0.336,2,0.35
C00034423,0,0.33,2,0.35
C00034424,1,0.321,2,0.35
C00034425,0,0.299,2,0.35
C00034426,0,0.339,2,0.35
C00034427,0,0.31,2,0.35
C00034428,0,0.333,2,0.35
C00034429,1,0.333,2,0.35
C00034430,0,0.291,2,0.35
C00034431,1,0.313,2,0.35
C00034432,1,0.326,2,0.35
C00034433,0,0.334,2,0.35
C00034434,1,0.314,2,0.35
C00034435,1,0.303,2,0.35
C00034436,0,0.322,2,0.35
C00034437,0,0.328,2,0.35
C00034438,0,0.336,2,0.35
C00034439,0,0.337,2,0.35
C00034440,0,0.327,2,0.35
C00034441,0,0.356,2,0.35
C00034442,1,0.35,2,0.35
C00034443,0,0.341,2,0.35
C00034444,1,0.33,2,0.35
C00034445,0,0.353,2,0.35
C00034446,1,0.336,2,0.35
C00034447,1,0.327,2,0.35
C00034448,0,0.364,2,0.35
C00034449,0,0.34,2,0.35
C00034450,0,0.305,2,0.35
C00034451,0,0.355,2,0.35
C00034452,0,0.329,2,0.35
C00034453,0,0.325,2,0.35
C00034454,0,0.3,2,0.35
C00034455,0,0.329,2,0.35
C00034456,0,0.329,2,0.35
C00034457,0,0.336,2,0.35
C00034458,0,0.341,2,0.35
C00034459,0,0.301,2,0.35
C00034460,1,0.341,2,0.35
C00034461,1,0.333,2,0.35
C00034462,1,0.349,2,0.35
C00034463,1,0.344,2,0.35
C00034464,1,0.325,2,0.35
C00034465,1,0.32,2,0.35
C00034466,0,0.317,2,0.35
C00034467,0,0.323,2,0.35
C00034468,1,0.338,2,0.35
C00034469,1,0.324,2,0.35
C00034470,0,0.322,2,0.35
C00034471,0,0.324,2,0.35
C00034472,0,0.319,2,0.35
C00034473,0,0.329,2,0.35
C00034474,0,0.34,2,0.35
C00034475,0,0.328,2,0.35
C00034476,0,0.308,2,0.35
C00034477,1,0.307,2,0.35
C00034478,1,0.308,2,0.35
C00034479,1,0.349,2,0.35
C00034480,0,0.336,2,0.35
C00034481,0,0.31,2,0.35
C00034482,0,0.34,2,0.35
C00034483,0,0.359,2,0.35
C00034484,1,0.341,2,0.35
C00034485,0,0.343,2,0.35
C00034486,0,0.342,2,0.35
C00034487,0,0.33,2,0.35
C00034488,0,0.358,2,0.35
C00034489,0,0.324,2,0.35
C00034490,0,0.358,2,0.35
C00034491,0,0.355,2,0.35
C00034492,0,0.337,2,0.35
C00034493,1,0.341,2,0.35
C00034494,0,0.31,2,0.35
C00034495,1,0.323,2,0.35
C00034496,0,0.359,2,0.35
C00034497,0,0.314,2,0.35
C00034498,0,0.316,2,0.35
C00034499,0,0.348,2,0.35
C00034500,0,0.325,2,0.35
C00034501,0,0.349,2,0.35
C00034502,1,0.337,2,0.35
C00034503,0,0.323,2,0.35
C00034504,0,0.333,2,0.35
C00034505,1,0.32,2,0.35
C00034506,0,0.34,2,0.35
C00034507,0,0.314,2,0.35
C00034508,0,0.317,2,0.35
C00034509,0,0.337,2,0.35
C00034510,0,0.308,2,0.35
C00034511,1,0.34,2,0.35
C00034512,0,0.322,2,0.35
C00034513,0,0.337,2,0.35
C00034514,1,0.341,2,0.35
C00034515,0,0.318,2,0.35
C00034516,0,0.33,2,0.35
C00034517,1,0.316,2,0.35
C00034518,1,0.325,2,0.35
C00034519,1,0.333,2,0.35
C00034520,0,0.339,2,0.35
C00034521,0,0.298,2,0.35
C00034522,1,0.354,2,0.35
C00034523,0,0.333,2,0.35
C00034524,1,0.33,2,0.35
C00034525,1,0.338,2,0.35
C00034526,0,0.348,2,0.35
C00034527,1,0.301,2,0.35
C00034528,1,0.346,2,0.35
C00034529,1,0.324,2,0.35
C00034530,0,0.321,2,0.35
C00034531,0,0.325,2,0.35
C00034532,0,0.314,2,0.35
C00034533,0,0.336,2,0.35
C00034534,1,0.337,2,0.35
C00034535,1,0.342,2,0.35
C00034536,0,0.342,2,0.35
C00034537,1,0.314,2,0.35
C00034538,1,0.356,2,0.35
C00034539,0,0.346,2,0.35
C00034540,0,0.332,2,0.35
C00034541,0,0.333,2,0.35
C00034542,0,0.301,2,0.35
C00034543,1,0.365,2,0.35
C00034544,0,0.334,2,0.35
C00034545,0,0.354,2,0.35
C00034546,1,0.344,2,0.35
C00034547,1,0.312,2,0.35
C00034548,1,0.332,2,0.35
C00034549,1,0.34,2,0.35
C00034550,0,0.353,2,0.35
C00034551,1,0.336,2,0.35
C00034552,0,0.33,2,0.35
C00034553,0,0.348,2,0.35
C00034554,0,0.298,2,0.35
C00034555,0,0.341,2,0.35
C00034556,0,0.331,2,0.35
C00034557,1,0.297,2,0.35
C00034558,0,0.335,2,0.35
C00034559,0,0.345,2,0.35
C00034560,1,0.336,2,0.35
C00034561,1,0.309,2,0.35
C00034562,1,0.332,2,0.35
C00034563,1,0.318,2,0.35
C00034564,0,0.334,2,0.35
C00034565,0,0.362,2,0.35
C00034566,1,0.332,2,0.35
C00034567,1,0.348,2,0.35
C00034568,0,0.333,2,0.35
C00034569,0,0.335,2,0.35
C00034570,0,0.333,2,0.35
C00034571,0,0.311,2,0.35
C00034572,0,0.321,2,0.35
C00034573,0,0.302,2,0.35
C00034574,0,0.312,2,0.35
C00034575,0,0.351,2,0.35
C00034576,0,0.33,2,0.35
C00034577,0,0.311,2,0.35
C00034578,0,0.312,2,0.35
C00034579,0,0.306,2,0.35
C00034580,0,0.364,2,0.35
C00034581,0,0.332,2,0.35
C00034582,1,0.324,2,0.35
C00034583,0,0.349,2,0.35
C00034584,1,0.332,2,0.35
C00034585,0,0.343,2,0.35
C00034586,0,0.341,2,0.35
C00034587,1,0.343,2,0.35
C00034588,0,0.311,2,0.35
C00034589,0,0.32,2,0.35
C00034590,0,0.328,2,0.35
C00034591,0,0.318,2,0.35
C00034592,1,0.345,2,0.35
C00034593,0,0.351,2,0.35
C00034594,1,0.299,2,0.35
C00034595,0,0.33,2,0.35
C00034596,0,0.32,2,0.35
C00034597,1,0.343,2,0.35
C00034598,0,0.325,2,0.35
C00034599,0,0.326,2,0.35
C00034600,0,0.329,2,0.35
C00034601,0,0.331,2,0.35
C00034602,1,0.345,2,0.35
C00034603,0,0.331,2,0.35
C00034604,0,0.326,2,0.35
C00034605,0,0.311,2,0.35
C00034606,0,0.327,2,0.35
C00034607,0,0.333,2,0.35
C00034608,0,0.317,2,0.35
C00034609,0,0.31,2,0.35
C00034610,0,0.317,2,0.35
C00034611,1,0.331,2,0.35
C00034612,0,0.313,2,0.35
C00034613,1,0.307,2,0.35
C00034614,0,0.331,2,0.35
C00034615,0,0.308,2,0.35
C00034616,1,0.342,2,0.35
C00034617,0,0.307,2,0.35
C00034618,0,0.306,2,0.35
C00034619,0,0.296,2,0.35
C00034620,0,0.32,2,0.35
C00034621,0,0.35,2,0.35
C00034622,0,0.336,2,0.35
C00034623,0,0.318,2,0.35
C00034624,0,0.329,2,0.35
C00034625,0,0.343,2,0.35
C00034626,0,0.324,2,0.35
C00034627,1,0.31,2,0.35
C00034628,1,0.346,2,0.35
C00034629,0,0.361,2,0.35
C00034630,0,0.321,2,0.35
C00034631,1,0.352,2,0.35
C00034632,0,0.331,2,0.35
C00034633,1,0.359,2,0.35
C00034634,1,0.316,2,0.35
C00034635,0,0.304,2,0.35
C00034636,1,0.324,2,0.35
C00034637,0,0.309,2,0.35
C00034638,0,0.331,2,0.35
C00034639,1,0.343,2,0.35
C00034640,1,0.314,2,0.35
C00034641,0,0.321,2,0.35
C00034642,1,0.32,2,0.35
C00034643,0,0.322,2,0.35
C00034644,1,0.34,2,0.35
C00034645,1,0.348,2,0.35
C00034646,1,0.298,2,0.35
C00034647,0,0.365,2,0.35
C00034648,0,0.335,2,0.35
C00034649,1,0.31,2,0.35
C00034650,0,0.323,2,0.35
C00034651,1,0.326,2,0.35
C00034652,0,0.32,2,0.35
C00034653,0,0.318,2,0.35
C00034654,0,0.311,2,0.35
C00034655,0,0.328,2,0.35
C00034656,0,0.3,2,0.35
C00034657,0,0.311,2,0.35
C00034658,1,0.342,2,0.35
C00034659,0,0.333,2,0.35
C00034660,0,0.329,2,0.35
C00034661,0,0.302,2,0.35
C00034662,0,0.327,2,0.35
C00034663,0,0.325,2,0.35
C00034664,1,0.279,2,0.35
C00034665,0,0.321,2,0.35
C00034666,0,0.332,2,0.35
C00034667,0,0.323,2,0.35
C00034668,0,0.323,2,0.35
C00034669,0,0.374,2,0.35
C00034670,0,0.325,2,0.35
C00034671,0,0.331,2,0.35
C00034672,1,0.324,2,0.35
C00034673,0,0.297,2,0.35
C00034674,0,0.353,2,0.35
C00034675,0,0.348,2,0.35
C00034676,1,0.331,2,0.35
C00034677,1,0.342,2,0.35
C00034678,0,0.339,2,0.35
C00034679,0,0.315,2,0.35
C00034680,0,0.319,2,0.35
C00034681,0,0.348,2,0.35
C00034682,0,0.313,2,0.35
C00034683,0,0.324,2,0.35
C00034684,0,0.334,2,0.35
C00034685,1,0.31,2,0.35
C00034686,0,0.362,2,0.35
C00034687,0,0.338,2,0.35
C00034688,0,0.331,2,0.35
C00034689,0,0.297,2,0.35
C00034690,0,0.347,2,0.35
C00034691,1,0.342,2,0.35
C00034692,1,0.336,2,0.35
C00034693,0,0.31,2,0.35
C00034694,0,0.314,2,0.35
C00034695,0,0.318,2,0.35
C00034696,0,0.328,2,0.35
C00034697,1,0.341,2,0.35
C00034698,1,0.365,2,0.35
C00034699,1,0.318,2,0.35
C00034700,0,0.298,2,0.35
C00034701,1,0.34,2,0.35
C00034702,1,0.324,2,0.35
C00034703,0,0.311,2,0.35
C00034704,0,0.333,2,0.35
C00034705,1,0.319,2,0.35
C00034706,0,0.34,2,0.35
C00034707,0,0.341,2,0.35
C00034708,0,0.307,2,0.35
C00034709,0,0.31,2,0.35
C00034710,1,0.297,2,0.35
C00034711,1,0.325,2,0.35
C00034712,1,0.328,2,0.35
C00034713,0,0.318,2,0.35
C00034714,1,0.333,2,0.35
C00034715,0,0.32,2,0.35
C00034716,0,0.344,2,0.35
C00034717,1,0.351,2,0.35
C00034718,1,0.334,2,0.35
C00034719,1,0.327,2,0.35
C00034720,0,0.302,2,0.35
C00034721,0,0.313,2,0.35
C00034722,1,0.318,2,0.35
C00034723,0,0.327,2,0.35
C00034724,0,0.314,2,0.35
C00034725,1,0.321,2,0.35
C00034726,0,0.319,2,0.35
C00034727,0,0.306,2,0.35
C00034728,0,0.335,2,0.35
C00034729,0,0.331,2,0.35
C00034730,0,0.332,2,0.35
C00034731,0,0.356,2,0.35
C00034732,0,0.335,2,0.35
C00034733,0,0.316,2,0.35
C00034734,0,0.348,2,0.35
C00034735,1,0.339,2,0.35
C00034736,0,0.333,2,0.35
C00034737,0,0.341,2,0.35
C00034738,0,0.344,2,0.35
C00034739,0,0.315,2,0.35
C00034740,0,0.311,2,0.35
C00034741,1,0.344,2,0.35
C00034742,0,0.309,2,0.35
C00034743,0,0.348,2,0.35
C00034744,0,0.325,2,0.35
C00034745,1,0.319,2,0.35
C00034746,0,0.317,2,0.35
C00034747,0,0.326,2,0.35
C00034748,0,0.348,2,0.35
C00034749,1,0.359,2,0.35
C00034750,0,0.321,2,0.35
C00034751,1,0.331,2,0.35
C00034752,1,0.298,2,0.35
C00034753,0,0.298,2,0.35
C00034754,0,0.328,2,0.35
C00034755,1,0.322,2,0.35
C00034756,0,0.342,2,0.35
C00034757,0,0.331,2,0.35
C00034758,0,0.335,2,0.35
C00034759,0,0.34,2,0.35
C00034760,0,0.326,2,0.35
C00034761,1,0.344,2,0.35
C00034762,1,0.331,2,0.35
C00034763,0,0.324,2,0.35
C00034764,0,0.317,2,0.35
C00034765,0,0.302,2,0.35
C00034766,0,0.324,2,0.35
C00034767,0,0.32,2,0.35
C00034768,1,0.356,2,0.35
C00034769,1,0.324,2,0.35
C00034770,1,0.319,2,0.35
C00034771,0,0.368,2,0.35
C00034772,0,0.339,2,0.35
C00034773,0,0.315,2,0.35
C00034774,1,0.34,2,0.35
C00034775,1,0.345,2,0.35
C00034776,1,0.369,2,0.35
C00034777,0,0.351,2,0.35
C00034778,1,0.331,2,0.35
C00034779,0,0.33,2,0.35
C00034780,0,0.34,2,0.35
C00034781,1,0.335,2,0.35
C00034782,1,0.332,2,0.35
C00034783,1,0.318,2,0.35
C00034784,1,0.339,2,0.35
C00034785,0,0.327,2,0.35
C00034786,1,0.329,2,0.35
C00034787,0,0.329,2,0.35
C00034788,0,0.32,2,0.35
C00034789,0,0.338,2,0.35
C00034790,0,0.322,2,0.35
C00034791,0,0.298,2,0.35
C00034792,1,0.345,2,0.35
C00034793,1,0.361,2,0.35
C00034794,1,0.306,2,0.35
C00034795,0,0.317,2,0.35
C00034796,0,0.345,2,0.35
C00034797,0,0.357,2,0.35
C00034798,1,0.345,2,0.35
C00034799,0,0.32,2,0.35
C00034800,0,0.328,2,0.35
C00034801,1,0.304,2,0.35
C00034802,0,0.334,2,0.35
C00034803,1,0.337,2,0.35
C00034804,1,0.29,2,0.35
C00034805,1,0.33,2,0.35
C00034806,1,0.335,2,0.35
C00034807,1,0.32,2,0.35
C00034808,0,0.319,2,0.35
C00034809,0,0.308,2,0.35
C00034810,0,0.306,2,0.35
C00034811,0,0.341,2,0.35
C00034812,0,0.326,2,0.35
C00034813,0,0.331,2,0.35
C00034814,0,0.329,2,0.35
C00034815,1,0.325,2,0.35
C00034816,0,0.359,2,0.35
C00034817,0,0.376,2,0.35
C00034818,1,0.346,2,0.35
C00034819,0,0.317,2,0.35
C00034820,0,0.316,2,0.35
C00034821,0,0.315,2,0.35
C00034822,1,0.324,2,0.35
C00034823,0,0.322,2,0.35
C00034824,0,0.343,2,0.35
C00034825,0,0.327,2,0.35
C00034826,1,0.336,2,0.35
C00034827,0,0.331,2,0.35
C00034828,0,0.309,2,0.35
C00034829,0,0.359,2,0.35
C00034830,0,0.345,2,0.35
C00034831,0,0.329,2,0.35
C00034832,0,0.305,2,0.35
C00034833,0,0.339,2,0.35
C00034834,0,0.325,2,0.35
C00034835,1,0.311,2,0.35
C00034836,0,0.35,2,0.35
C00034837,0,0.341,2,0.35
C00034838,0,0.34,2,0.35
C00034839,0,0.344,2,0.35
C00034840,1,0.344,2,0.35
C00034841,0,0.31,2,0.35
C00034842,1,0.32,2,0.35
C00034843,1,0.339,2,0.35
C00034844,0,0.336,2,0.35
C00034845,1,0.341,2,0.35
C00034846,1,0.352,2,0.35
C00034847,1,0.311,2,0.35
C00034848,0,0.343,2,0.35
C00034849,0,0.309,2,0.35
C00034850,0,0.357,2,0.35
C00034851,0,0.349,2,0.35
C00034852,0,0.327,2,0.35
C00034853,0,0.341,2,0.35
C00034854,0,0.316,2,0.35
C00034855,1,0.323,2,0.35
C00034856,1,0.315,2,0.35
C00034857,0,0.333,2,0.35
C00034858,0,0.338,2,0.35
C00034859,0,0.339,2,0.35
C00034860,0,0.327,2,0.35
C00034861,0,0.328,2,0.35
C00034862,1,0.338,2,0.35
C00034863,0,0.34,2,0.35
C00034864,0,0.344,2,0.35
C00034865,0,0.325,2,0.35
C00034866,0,0.324,2,0.35
C00034867,1,0.312,2,0.35
C00034868,1,0.313,2,0.35
C00034869,0,0.348,2,0.35
C00034870,0,0.325,2,0.35
C00034871,1,0.305,2,0.35
C00034872,1,0.337,2,0.35
C00034873,0,0.329,2,0.35
C00034874,0,0.324,2,0.35
C00034875,0,0.309,2,0.35
C00034876,0,0.338,2,0.35
C00034877,0,0.331,2,0.35
C00034878,1,0.333,2,0.35
C00034879,0,0.314,2,0.35
C00034880,1,0.327,2,0.35
C00034881,1,0.323,2,0.35
C00034882,1,0.338,2,0.35
C00034883,0,0.338,2,0.35
C00034884,0,0.314,2,0.35
C00034885,1,0.341,2,0.35
C00034886,1,0.314,2,0.35
C00034887,0,0.331,2,0.35
C00034888,1,0.318,2,0.35
C00034889,1,0.363,2,0.35
C00034890,1,0.319,2,0.35
C00034891,0,0.331,2,0.35
C00034892,1,0.337,2,0.35
C00034893,0,0.328,2,0.35
C00034894,0,0.334,2,0.35
C00034895,0,0.313,2,0.35
C00034896,1,0.34,2,0.35
C00034897,0,0.317,2,0.35
C00034898,0,0.333,2,0.35
C00034899,0,0.301,2,0.35
C00034900,0,0.342,2,0.35
C00034901,0,0.345,2,0.35
C00034902,0,0.324,2,0.35
C00034903,0,0.296,2,0.35
C00034904,0,0.344,2,0.35
C00034905,0,0.343,2,0.35
C00034906,1,0.318,2,0.35
C00034907,0,0.327,2,0.35
C00034908,1,0.326,2,0.35
C00034909,0,0.317,2,0.35
C00034910,0,0.346,2,0.35
C00034911,0,0.335,2,0.35
C00034912,0,0.341,2,0.35
C00034913,0,0.322,2,0.35
C00034914,1,0.322,2,0.35
C00034915,0,0.324,2,0.35
C00034916,0,0.357,2,0.35
C00034917,0,0.339,2,0.35
C00034918,0,0.333,2,0.35
C00034919,0,0.343,2,0.35
C00034920,0,0.329,2,0.35
C00034921,0,0.34,2,0.35
C00034922,1,0.32,2,0.35
C00034923,0,0.331,2,0.35
C00034924,0,0.348,2,0.35
C00034925,1,0.343,2,0.35
C00034926,0,0.333,2,0.35
C00034927,1,0.309,2,0.35
C00034928,1,0.335,2,0.35
C00034929,0,0.332,2,0.35
C00034930,0,0.338,2,0.35
C00034931,0,0.365,2,0.35
C00034932,1,0.337,2,0.35
C00034933,0,0.317,2,0.35
C00034934,1,0.332,2,0.35
C00034935,0,0.322,2,0.35
C00034936,1,0.359,2,0.35
C00034937,1,0.34,2,0.35
C00034938,0,0.325,2,0.35
C00034939,0,0.321,2,0.35
C00034940,0,0.326,2,0.35
C00034941,0,0.348,2,0.35
C00034942,0,0.335,2,0.35
C00034943,0,0.321,2,0.35
C00034944,1,0.317,2,0.35
C00034945,1,0.316,2,0.35
C00034946,1,0.326,2,0.35
