id_cliente,fecha_alta,ingreso_mensual,region,segmento
C00045729,2023-10-21,349113,RM,mass
C00045730,2019-05-01,1158319,XVI,mass
C00045731,2024-10-19,721226,VIII,mass
C00045732,2018-02-23,1488078,IX,mass_affluent
C00045733,2019-12-14,2693090,XV,affluent
C00045734,2023-01-24,761120,VI,mass
C00045735,2021-04-20,2864281,XV,affluent
C00045736,2024-11-12,1944759,III,mass_affluent
C00045737,2023-09-17,865933,RM,mass
C00045738,2023-11-02,607625,RM,mass
C00045739,2023-11-12,372255,XI,mass
C00045740,2024-07-19,1100610,XII,mass
C00045741,2018-10-09,917886,IX,mass
C00045742,2018-04-22,2143653,III,pyme
C00045743,2024-12-11,1055811,VII,mass
C00045744,2022-09-19,5117975,XVI,pyme
C00045745,2018-04-08,810737,RM,mass
C00045746,2020-03-10,1135408,VIII,mass
C00045747,2019-11-11,1521399,V,mass_affluent
C00045748,2020-11-01,4786806,VI,affluent
C00045749,2025-01-07,2652561,IX,pyme
C00045750,2018-02-28,695267,XII,mass
C00045751,2019-08-12,1137720,XV,mass
C00045752,2023-12-26,834784,IX,mass
C00045753,2020-04-21,810755,XIV,mass
C00045754,2019-01-13,1013942,VIII,mass
C00045755,2024-03-22,1459882,X,mass_affluent
C00045756,2020-09-27,363676,IX,mass
C00045757,2025-06-17,2660878,XIV,affluent
C00045758,2018-08-08,1194623,RM,mass_affluent
C00045759,2018-09-21,584125,XII,mass
C00045760,2018-01-19,1063597,XII,mass
C00045761,2021-10-31,1259638,XI,mass_affluent
C00045762,2023-07-08,683867,XII,mass
C00045763,2019-06-06,781969,IV,mass
C00045764,2019-09-05,883963,VIII,mass
C00045765,2020-06-26,920081,XI,mass
C00045766,2018-06-06,1583257,XVI,mass_affluent
C00045767,2024-06-22,839019,XI,mass
C00045768,2020-07-26,511183,VI,mass
C00045769,2024-09-17,1747575,VII,mass_affluent
C00045770,2020-09-12,1012574,XVI,mass_affluent
C00045771,2021-07-21,1086143,II,mass
C00045772,2025-04-29,732041,XI,mass
C00045773,2021-12-17,475119,IV,mass
C00045774,2025-01-10,856711,IX,mass
C00045775,2023-07-04,993709,V,mass
C00045776,2024-05-23,1332402,III,mass_affluent
C00045777,2019-10-26,961405,XII,mass
C00045778,2018-08-23,4421982,VIII,affluent
C00045779,2020-11-12,882903,XI,mass
C00045780,2021-04-20,477410,VIII,mass
C00045781,2018-08-04,2976661,VI,affluent
C00045782,2023-10-30,2512289,IX,affluent
C00045783,2021-07-14,315467,XVI,mass
C00045784,2018-09-28,457325,II,mass
C00045785,2021-10-05,2405850,VII,mass_affluent
C00045786,2025-04-20,1312090,XI,mass_affluent
C00045787,2018-06-05,750975,XII,mass
C00045788,2023-04-05,493328,IV,mass
C00045789,2019-03-02,1302052,IV,mass
C00045790,2024-08-04,1700595,V,mass_affluent
C00045791,2018-02-08,714471,XV,mass
C00045792,2023-12-16,997282,VII,mass
C00045793,2023-01-14,4297061,XII,affluent
C00045794,2023-02-21,931531,VII,affluent
C00045795,2022-07-04,2114211,RM,mass_affluent
C00045796,2018-12-21,577830,II,mass
C00045797,2024-07-02,388381,V,mass
C00045798,2024-04-30,2522140,V,mass_affluent
C00045799,2022-12-06,1671640,XV,mass_affluent
C00045800,2023-11-21,635410,III,mass
C00045801,2024-02-03,1266399,RM,mass
C00045802,2019-06-11,2526917,XI,affluent
C00045803,2020-11-04,546958,VI,mass
C00045804,2024-05-19,3564653,VIII,pyme
C00045805,2019-06-10,403681,IV,mass
C00045806,2018-06-05,1520711,XI,mass_affluent
C00045807,2018-11-09,440838,IV,mass
C00045808,2019-01-11,521008,III,mass
C00045809,2024-03-02,3203094,XII,pyme
C00045810,2019-07-18,1015851,XI,mass_affluent
C00045811,2020-03-04,1001294,IX,mass
C00045812,2022-02-15,300000,RM,mass
C00045813,2023-02-03,744915,III,mass
C00045814,2023-03-24,1222538,XVI,mass_affluent
C00045815,2022-12-22,738111,XI,mass
C00045816,2018-01-02,690668,III,mass
C00045817,2023-11-06,892489,V,mass
C00045818,2019-10-13,1707906,II,mass_affluent
C00045819,2019-07-26,698842,XV,mass
C00045820,2021-04-19,1871682,XV,pyme
C00045821,2019-08-31,1704431,RM,mass_affluent
C00045822,2019-12-27,3133921,VII,pyme
C00045823,2019-01-10,300000,XIV,mass
C00045824,2020-05-31,453435,VIII,mass
C00045825,2023-04-02,998181,XVI,pyme
C00045826,2021-02-20,682388,XIV,mass
C00045827,2022-02-24,300000,VII,pyme
C00045828,2025-06-06,911167,VI,mass
C00045829,2022-10-17,2000976,RM,affluent
C00045830,2022-10-13,1848707,IV,mass_affluent
C00045831,2021-12-13,1154698,V,mass_affluent
C00045832,2018-03-03,1930477,VII,mass_affluent
C00045833,2023-09-26,705310,XIV,mass
C00045834,2019-02-07,743064,X,mass
C00045835,2018-12-03,962509,X,mass
C00045836,2023-12-31,1888899,RM,pyme
C00045837,2019-11-16,380267,VIII,mass
C00045838,2018-03-25,383872,IX,mass
C00045839,2018-01-06,1037290,XII,mass
C00045840,2020-05-13,1695514,II,affluent
C00045841,2022-02-24,2544785,VIII,affluent
C00045842,2019-03-22,4157931,VIII,pyme
C00045843,2020-12-16,644554,VI,mass
C00045844,2024-11-17,1105210,V,mass_affluent
C00045845,2019-02-02,851524,X,mass
C00045846,2022-07-03,2153338,II,mass_affluent
C00045847,2024-07-22,4633971,IV,affluent
C00045848,2024-10-17,598252,XI,mass
C00045849,2019-07-27,933724,XIV,mass
C00045850,2021-11-03,763702,X,mass
C00045851,2020-05-24,773528,XIV,mass
C00045852,2023-07-09,908095,VIII,mass
C00045853,2020-08-21,876774,XI,mass
C00045854,2021-12-06,532685,VIII,mass
C00045855,2021-07-13,534342,IV,mass
C00045856,2021-09-03,2302628,III,mass_affluent
C00045857,2022-04-01,1215135,IV,mass_affluent
C00045858,2020-03-20,3166774,XII,pyme
C00045859,2023-12-14,1168170,V,mass
C00045860,2021-01-30,1397244,III,mass_affluent
C00045861,2021-12-29,4161415,IX,pyme
C00045862,2019-02-06,630146,RM,mass
C00045863,2018-12-08,2016095,II,mass_affluent
C00045864,2022-01-13,2609861,VI,pyme
C00045865,2022-06-09,1368717,X,mass_affluent
C00045866,2021-12-26,993587,XVI,mass
C00045867,2019-12-21,738609,XV,mass
C00045868,2022-03-19,620007,XI,mass
C00045869,2021-09-14,655083,XV,mass_affluent
C00045870,2021-05-07,1783713,VI,mass_affluent
C00045871,2022-02-09,964975,XII,mass
C00045872,2020-07-05,1244359,VIII,mass
C00045873,2024-04-27,907856,III,mass
C00045874,2020-02-11,1088171,XII,mass_affluent
C00045875,2020-07-31,826267,XVI,mass
C00045876,2019-08-30,758839,VIII,mass
C00045877,2019-07-08,2066960,IX,mass_affluent
C00045878,2023-05-08,1093331,XI,mass
C00045879,2020-03-01,2694878,VII,mass_affluent
C00045880,2025-03-16,758166,XI,mass
C00045881,2022-03-26,1096013,RM,mass
C00045882,2024-12-01,4485964,V,affluent
C00045883,2018-01-06,988098,RM,mass
C00045884,2022-10-15,676209,XI,mass
C00045885,2025-06-03,2032332,VI,pyme
C00045886,2021-02-01,1895914,VII,mass_affluent
C00045887,2022-06-28,946815,XII,mass
C00045888,2023-07-15,878852,XVI,mass_affluent
C00045889,2024-10-01,525699,IX,mass
C00045890,2023-07-31,1753539,XVI,mass_affluent
C00045891,2020-07-19,363588,VIII,mass_affluent
C00045892,2024-12-24,846819,V,mass
C00045893,2019-10-21,1194434,XIV,mass_affluent
C00045894,2018-07-06,572340,XIV,mass
C00045895,2021-04-03,668573,III,mass
C00045896,2021-12-20,846402,VIII,mass
C00045897,2019-11-26,2452396,XII,pyme
C00045898,2019-05-16,858934,VII,mass_affluent
C00045899,2019-09-30,1195729,XIV,affluent
C00045900,2018-02-18,837723,IX,mass
C00045901,2025-04-11,912973,III,mass
C00045902,2024-05-04,1852842,IV,mass_affluent
C00045903,2024-12-22,375239,RM,mass
C00045904,2023-10-10,2786764,VI,pyme
C00045905,2021-12-11,1782609,RM,mass_affluent
C00045906,2025-02-17,2440193,VII,affluent
C00045907,2018-03-07,692777,XII,mass
C00045908,2024-11-25,671243,III,mass
C00045909,2023-05-20,644628,VII,mass
C00045910,2020-12-22,3963598,VI,pyme
C00045911,2022-06-22,639556,V,mass
C00045912,2020-10-26,1091764,XII,mass_affluent
C00045913,2023-08-21,362651,IV,mass_affluent
C00045914,2021-01-14,3599189,RM,affluent
C00045915,2019-02-01,1444905,XVI,pyme
C00045916,2025-05-31,2115296,II,affluent
C00045917,2022-11-10,1170461,V,mass
C00045918,2018-07-25,1730223,VIII,affluent
C00045919,2018-10-16,409483,VI,mass
C00045920,2018-05-10,725274,XI,mass_affluent
C00045921,2019-06-14,412163,II,mass
C00045922,2022-10-23,2202772,II,affluent
C00045923,2023-10-16,757195,IX,mass
C00045924,2020-10-15,2589113,X,affluent
C00045925,2020-10-24,996856,VII,mass
C00045926,2022-01-04,1681831,XII,mass_affluent
C00045927,2022-09-16,833698,IX,mass
C00045928,2021-12-23,866056,XIV,mass
C00045929,2022-03-14,3109733,III,pyme
C00045930,2018-07-21,1385437,XIV,mass_affluent
C00045931,2018-11-26,1183022,II,mass
C00045932,2020-07-22,1131711,II,mass_affluent
C00045933,2019-06-12,1170712,IX,mass_affluent
C00045934,2020-08-12,1020433,XII,mass_affluent
C00045935,2019-01-01,572782,XIV,mass
C00045936,2021-10-15,1711979,II,affluent
C00045937,2021-10-09,488385,XII,mass
C00045938,2025-05-22,1363188,XVI,mass_affluent
C00045939,2025-06-08,725688,IV,mass
C00045940,2018-12-20,1208601,IX,mass_affluent
C00045941,2025-06-18,570427,XII,mass
C00045942,2024-09-08,1105318,RM,mass
C00045943,2022-11-14,4229651,II,pyme
C00045944,2021-02-04,3623696,V,affluent
C00045945,2019-10-29,2777484,XVI,pyme
C00045946,2024-02-15,2222067,XIV,mass_affluent
C00045947,2024-05-11,861138,II,mass
C00045948,2019-06-08,780422,X,mass_affluent
C00045949,2023-08-27,537873,XIV,mass
C00045950,2019-12-02,805849,XV,mass
C00045951,2025-03-20,949859,VII,mass
C00045952,2023-04-21,1116645,III,mass
C00045953,2023-10-05,1110407,XVI,mass
C00045954,2023-04-12,1015934,IX,mass
C00045955,2023-06-12,1991963,IV,mass_affluent
C00045956,2022-01-25,2057832,XIV,pyme
C00045957,2021-12-13,695780,XV,mass
C00045958,2019-10-09,679633,VI,mass
C00045959,2020-02-14,810240,XIV,mass
C00045960,2019-10-23,1875659,VII,mass_affluent
C00045961,2018-02-23,1595702,VII,mass
C00045962,2018-10-18,1283619,V,mass_affluent
C00045963,2025-02-18,637615,V,mass
C00045964,2024-03-01,1822547,XIV,mass_affluent
C00045965,2020-11-02,1282907,XVI,mass_affluent
C00045966,2020-04-12,1123822,XIV,mass
C00045967,2020-05-12,4226929,VI,pyme
C00045968,2024-10-05,1273414,XV,mass
C00045969,2018-03-14,919170,IX,mass
C00045970,2018-05-06,2296436,V,mass_affluent
C00045971,2020-05-10,482351,IV,mass
C00045972,2023-08-19,4090878,XVI,pyme
C00045973,2023-06-07,1006817,XIV,mass
C00045974,2023-03-27,3259604,XII,affluent
C00045975,2023-09-29,1416492,V,mass_affluent
C00045976,2023-09-11,300000,II,mass_affluent
C00045977,2021-01-10,983896,XI,mass
C00045978,2021-11-24,668724,VI,mass
C00045979,2024-04-05,2679206,XIV,affluent
C00045980,2018-12-20,1627429,XI,mass_affluent
C00045981,2022-07-26,2938808,XI,pyme
C00045982,2019-02-19,610168,RM,mass
C00045983,2022-05-02,1092173,II,mass_affluent
C00045984,2023-01-06,1374829,IV,pyme
C00045985,2020-11-10,1552330,III,mass_affluent
C00045986,2024-03-05,1100799,IX,mass
C00045987,2018-05-05,3189843,VIII,affluent
C00045988,2025-05-11,880962,XIV,mass
C00045989,2023-02-26,748030,X,mass
C00045990,2024-04-02,685894,RM,mass
C00045991,2022-06-04,1735908,XIV,pyme
C00045992,2023-08-04,2033474,XI,pyme
C00045993,2023-03-17,1588200,XVI,affluent
C00045994,2019-08-23,1131003,XV,mass
C00045995,2020-02-10,1638586,X,mass_affluent
C00045996,2021-03-18,853973,XVI,mass
C00045997,2022-05-16,897635,XI,mass
C00045998,2022-09-07,2589480,II,affluent
C00045999,2018-01-22,881053,VI,mass
C00046000,2024-07-20,639633,III,mass
C00046001,2024-09-15,1243077,IV,mass_affluent
C00046002,2018-07-04,1488971,IX,mass_affluent
C00046003,2022-04-09,818117,II,mass
C00046004,2020-10-16,2243908,III,mass_affluent
C00046005,2020-11-26,1402761,IX,pyme
C00046006,2022-08-26,559645,VII,mass
C00046007,2020-08-29,2564137,III,affluent
C00046008,2023-05-31,2018971,XV,mass_affluent
C00046009,2019-02-28,873514,XII,mass
C00046010,2019-11-24,1364649,VI,mass
C00046011,2022-01-12,783686,IX,mass
C00046012,2022-01-14,1688239,VII,mass_affluent
C00046013,2018-01-13,822182,II,mass
C00046014,2018-07-26,869821,XVI,mass
C00046015,2019-01-14,610615,VII,mass
C00046016,2025-02-25,3088846,XVI,affluent
C00046017,2023-05-18,518757,III,mass
C00046018,2023-11-20,886627,VIII,mass
C00046019,2022-03-03,3032570,III,pyme
C00046020,2020-02-24,750260,III,mass
C00046021,2023-03-31,1170620,XIV,mass_affluent
C00046022,2022-06-20,612570,XVI,mass
C00046023,2021-06-01,564405,RM,mass
C00046024,2020-03-23,618248,XIV,mass
C00046025,2020-06-14,5498693,III,affluent
C00046026,2023-09-15,1643867,XV,mass_affluent
C00046027,2022-10-22,738266,X,mass
C00046028,2023-09-12,1136663,III,mass_affluent
C00046029,2024-05-19,2850315,VIII,affluent
C00046030,2021-04-21,947170,V,mass
C00046031,2024-08-27,932978,RM,mass
C00046032,2019-07-12,1041246,RM,mass
C00046033,2025-01-15,1053136,XII,mass
C00046034,2020-07-30,2980565,IV,affluent
C00046035,2022-08-01,1149757,IV,mass_affluent
C00046036,2024-03-05,2760664,III,affluent
C00046037,2023-06-01,3786449,XV,affluent
C00046038,2022-06-19,1172568,XV,mass_affluent
C00046039,2022-10-18,2551956,VII,mass_affluent
C00046040,2025-03-09,1676037,X,pyme
C00046041,2018-02-05,1753594,XII,mass_affluent
C00046042,2018-04-17,3292523,III,affluent
C00046043,2025-03-04,3797396,XV,affluent
C00046044,2025-01-21,300000,VII,mass
C00046045,2018-10-03,1975885,XII,mass_affluent
C00046046,2018-01-17,1317106,II,mass_affluent
C00046047,2021-09-01,587563,V,mass
C00046048,2021-04-29,1041978,IV,mass
C00046049,2020-01-18,346705,XI,mass
C00046050,2021-09-21,1279950,X,mass
C00046051,2021-11-11,851936,XIV,mass
C00046052,2024-04-23,763141,XI,mass
C00046053,2018-07-25,867878,XI,mass_affluent
C00046054,2018-02-27,1365986,VI,mass_affluent
C00046055,2019-09-22,1093120,RM,mass
C00046056,2023-03-21,865235,IX,mass
C00046057,2025-01-06,940437,VI,mass
C00046058,2022-06-26,1052465,XVI,mass
C00046059,2020-07-07,1074490,XI,mass_affluent
C00046060,2025-02-13,689237,IV,mass_affluent
C00046061,2018-12-02,549821,VII,mass
C00046062,2019-07-04,792627,VI,mass
C00046063,2021-05-03,2213971,XIV,pyme
C00046064,2018-07-30,2194632,V,pyme
C00046065,2022-02-24,1757114,XV,mass_affluent
C00046066,2025-05-24,692520,XII,mass
C00046067,2019-11-17,534739,XV,mass
C00046068,2018-12-17,553700,XI,mass
C00046069,2018-09-24,953485,IX,mass
C00046070,2019-09-24,2035668,IX,mass_affluent
C00046071,2023-12-18,1150711,IV,mass
C00046072,2020-12-31,1929964,VII,pyme
C00046073,2020-10-09,1588026,IV,mass_affluent
C00046074,2024-11-10,3066170,IX,pyme
C00046075,2021-10-02,3289409,II,affluent
C00046076,2020-07-14,940177,II,mass
C00046077,2021-08-09,1848095,XV,mass_affluent
C00046078,2021-04-16,2235427,XV,affluent
C00046079,2022-02-14,644753,VII,mass
C00046080,2020-03-07,906706,III,mass
C00046081,2022-11-24,551834,RM,mass
C00046082,2025-02-16,644402,XI,mass
C00046083,2023-07-24,1577595,XVI,mass_affluent
C00046084,2022-06-09,677038,XVI,mass
C00046085,2019-10-04,888688,RM,mass
C00046086,2025-02-26,1148784,VI,mass_affluent
C00046087,2018-09-03,617946,IX,affluent
C00046088,2024-01-21,873287,RM,mass
C00046089,2025-05-11,1463516,XI,mass_affluent
C00046090,2025-02-22,4007706,III,pyme
C00046091,2018-12-23,706700,II,mass
C00046092,2021-01-10,1541026,IX,mass_affluent
C00046093,2018-02-05,699250,X,mass
C00046094,2023-09-06,1145996,II,mass_affluent
C00046095,2024-01-11,2516265,XII,affluent
C00046096,2024-05-08,554309,VII,mass
C00046097,2023-09-03,3123221,RM,affluent
C00046098,2023-01-02,825588,VI,mass
C00046099,2019-05-08,2033799,IX,affluent
C00046100,2021-06-15,1009676,VII,mass
C00046101,2020-03-26,617350,VIII,mass
C00046102,2024-01-17,2469906,VIII,pyme
C00046103,2020-10-28,1913529,VII,mass_affluent
C00046104,2018-06-04,1121770,III,mass
C00046105,2023-12-29,315680,III,mass_affluent
C00046106,2020-01-20,1014761,RM,mass
C00046107,2022-03-05,2782876,IX,pyme
C00046108,2024-09-08,919364,VIII,mass
C00046109,2024-02-15,676328,VII,mass
C00046110,2019-12-06,974599,XI,mass
C00046111,2023-03-22,2023394,XVI,mass_affluent
C00046112,2025-02-18,939642,IX,mass
C00046113,2018-12-30,1007756,IX,mass
C00046114,2022-09-07,2433668,VII,mass_affluent
C00046115,2023-01-11,1145179,RM,mass
C00046116,2020-07-02,1161574,X,mass_affluent
C00046117,2023-03-15,972047,IV,mass
C00046118,2022-05-15,4090986,VII,affluent
C00046119,2020-11-16,1647770,VIII,mass_affluent
C00046120,2022-08-05,1816192,RM,mass_affluent
C00046121,2021-05-13,411922,X,mass
C00046122,2022-07-02,2925807,RM,affluent
C00046123,2022-12-30,1356398,VI,mass_affluent
C00046124,2023-11-28,1326984,XV,pyme
C00046125,2025-01-19,1037149,VI,mass
C00046126,2018-12-30,894743,IV,mass_affluent
C00046127,2018-07-16,1956288,VI,mass_affluent
C00046128,2020-09-25,2300326,XIV,pyme
C00046129,2022-10-25,1082123,XV,mass
C00046130,2023-10-12,893305,IX,mass
C00046131,2023-11-14,3133364,XII,affluent
C00046132,2019-02-04,787204,V,mass
C00046133,2018-05-26,1262785,XII,mass_affluent
C00046134,2018-10-29,854011,RM,mass
C00046135,2020-05-09,300000,X,pyme
C00046136,2021-11-14,721522,RM,mass
C00046137,2019-10-26,956041,X,mass
C00046138,2021-09-29,2897207,IX,affluent
C00046139,2022-12-22,1020701,X,mass
C00046140,2018-11-13,598900,X,mass
C00046141,2023-12-26,1987434,XI,affluent
C00046142,2023-03-29,830033,XVI,mass
C00046143,2018-07-13,647997,II,mass
C00046144,2020-11-05,1781484,V,mass_affluent
C00046145,2023-12-06,679145,RM,mass
C00046146,2019-06-15,2742280,X,pyme
C00046147,2020-02-10,591681,IX,affluent
C00046148,2020-05-29,2679454,RM,affluent
C00046149,2020-02-21,2689315,IX,affluent
C00046150,2019-11-23,1253628,III,affluent
C00046151,2018-03-11,857179,XII,mass
C00046152,2023-01-14,1434993,V,mass_affluent
C00046153,2019-12-18,1493804,XII,pyme
C00046154,2022-08-09,2142775,VI,mass_affluent
C00046155,2018-02-16,1305485,IX,pyme
C00046156,2025-01-30,3907278,VI,affluent
C00046157,2018-03-17,772732,XVI,mass
C00046158,2020-04-13,1034436,XVI,mass
C00046159,2018-09-02,940387,II,mass
C00046160,2024-12-29,1047584,II,affluent
C00046161,2020-06-17,1266708,VIII,pyme
C00046162,2021-06-17,1084066,III,mass_affluent
C00046163,2020-03-16,1383699,VII,mass
C00046164,2020-04-19,1056238,IV,mass
C00046165,2023-05-30,1169027,VIII,mass
C00046166,2021-08-16,517859,IV,mass
C00046167,2023-01-05,2743121,VIII,pyme
C00046168,2025-05-11,616977,XIV,mass
C00046169,2024-04-17,2292104,IX,mass_affluent
C00046170,2018-07-11,3499258,XV,affluent
C00046171,2023-12-06,2771030,XV,affluent
C00046172,2018-02-13,635284,IV,mass
C00046173,2019-09-22,968112,V,mass
C00046174,2019-04-01,890039,VII,mass
C00046175,2020-01-26,719220,VIII,mass
C00046176,2024-01-05,611925,XI,mass
C00046177,2020-12-01,966263,VI,mass
C00046178,2019-08-05,1481056,X,mass_affluent
C00046179,2024-12-20,636560,IX,mass
C00046180,2019-10-11,1611557,VIII,mass_affluent
C00046181,2024-07-19,985970,II,mass
C00046182,2018-05-21,802738,XIV,mass
C00046183,2025-04-29,963837,X,mass
C00046184,2018-08-15,580779,IX,mass
C00046185,2021-06-23,1170664,XIV,mass
C00046186,2023-11-06,1080996,IV,mass_affluent
C00046187,2022-01-08,940562,IX,mass
C00046188,2022-05-30,769513,RM,mass
C00046189,2019-11-27,566296,V,mass
C00046190,2019-08-30,708914,XIV,mass
C00046191,2023-12-04,2376314,XIV,mass_affluent
C00046192,2022-02-22,1015915,XII,mass_affluent
C00046193,2024-08-12,1018721,XII,mass_affluent
C00046194,2019-07-08,1064965,VII,mass_affluent
C00046195,2022-08-09,1048388,IX,mass
C00046196,2024-11-02,845399,VIII,mass
C00046197,2020-01-12,1298030,VIII,mass_affluent
C00046198,2018-12-14,1355798,V,mass_affluent
C00046199,2024-10-22,2554472,VII,affluent
C00046200,2023-12-01,1402270,X,mass_affluent
C00046201,2023-04-14,965346,VII,mass_affluent
C00046202,2021-06-28,1630255,II,affluent
C00046203,2020-05-01,1615497,X,mass_affluent
C00046204,2023-07-09,1756451,RM,pyme
C00046205,2021-04-03,903626,XII,mass
C00046206,2018-08-20,842034,VIII,mass
C00046207,2023-08-20,2082034,XVI,mass_affluent
C00046208,2018-11-20,839042,III,mass
C00046209,2019-04-01,947810,VII,mass
C00046210,2023-12-07,1222469,II,mass_affluent
C00046211,2022-01-16,377152,IV,mass
C00046212,2023-10-10,734716,XVI,mass
C00046213,2024-08-15,668049,VIII,mass
C00046214,2024-08-01,557079,XV,mass
C00046215,2022-11-13,1918584,XV,mass_affluent
C00046216,2023-02-12,719078,X,mass
C00046217,2021-08-02,883766,VIII,mass
C00046218,2023-06-29,925382,XI,mass_affluent
C00046219,2021-04-21,2726525,XV,pyme
C00046220,2021-08-21,1038765,VIII,mass
C00046221,2018-05-21,1297694,XV,mass
C00046222,2018-02-01,453074,XII,mass
C00046223,2020-12-12,874075,XI,mass
C00046224,2019-05-24,790199,XII,mass_affluent
C00046225,2021-12-15,491737,VI,mass
C00046226,2018-05-14,869639,XV,mass
C00046227,2024-10-02,2987496,II,pyme
C00046228,2021-05-02,990022,XII,mass
C00046229,2025-04-30,765438,VII,mass
C00046230,2019-01-08,3925349,VIII,pyme
C00046231,2018-12-01,989164,V,mass
C00046232,2021-08-30,781033,VI,mass
C00046233,2018-09-21,978786,XIV,mass
C00046234,2021-06-02,2643606,III,affluent
C00046235,2021-12-01,4087348,VII,affluent
C00046236,2024-11-18,864888,IV,mass
C00046237,2023-02-15,1375599,XV,mass_affluent
C00046238,2020-06-15,620514,XI,mass
C00046239,2024-08-22,745687,IX,mass
C00046240,2022-10-19,2879478,III,pyme
C00046241,2018-10-05,800119,XI,mass
C00046242,2023-05-06,978604,VIII,mass
C00046243,2022-08-21,720053,VII,mass
C00046244,2024-09-02,3540721,II,affluent
C00046245,2018-10-18,630630,X,affluent
C00046246,2018-02-15,1363582,III,mass_affluent
C00046247,2019-07-03,2660215,XIV,affluent
C00046248,2023-03-14,501073,III,mass_affluent
C00046249,2024-04-25,3672750,XV,pyme
C00046250,2024-12-19,1483324,RM,mass_affluent
C00046251,2024-01-08,1739680,II,mass_affluent
C00046252,2023-04-21,2015374,II,pyme
C00046253,2021-03-07,1001636,VI,mass
C00046254,2021-09-22,822990,V,mass
C00046255,2025-04-12,3624313,II,affluent
C00046256,2021-04-10,2679875,XVI,pyme
C00046257,2022-10-22,920049,X,mass
C00046258,2024-09-25,1551778,IX,mass_affluent
C00046259,2023-03-17,3387922,XV,affluent
C00046260,2019-05-17,819100,IX,mass
C00046261,2018-06-06,410563,II,mass
C00046262,2019-08-23,436456,VIII,mass
C00046263,2020-02-24,673226,IV,mass
C00046264,2019-03-04,1074989,IX,mass
C00046265,2022-02-22,798359,III,mass
C00046266,2023-03-24,831548,XVI,mass_affluent
C00046267,2022-05-18,726864,XII,mass
C00046268,2018-11-28,691102,XIV,mass
C00046269,2019-09-21,1388598,RM,mass_affluent
C00046270,2018-03-31,981529,IX,mass
C00046271,2018-11-25,3120295,X,pyme
C00046272,2022-03-18,1058332,XV,mass
C00046273,2019-03-30,2746724,XVI,affluent
C00046274,2024-10-20,896122,XII,mass
C00046275,2021-12-02,3682131,XVI,pyme
C00046276,2020-06-11,782194,III,mass
C00046277,2023-06-20,300000,XII,pyme
C00046278,2021-05-01,718106,X,mass
C00046279,2020-09-01,2371534,RM,mass_affluent
C00046280,2024-10-28,875621,VI,mass
C00046281,2025-04-28,813845,X,mass
C00046282,2024-07-07,648811,VI,mass
C00046283,2019-10-12,1251449,X,mass_affluent
C00046284,2021-09-18,833344,V,mass
C00046285,2021-12-29,1906477,XV,mass_affluent
C00046286,2021-01-25,436419,XV,mass
C00046287,2019-07-08,539095,IV,mass
C00046288,2018-04-16,1652381,II,mass_affluent
C00046289,2021-04-30,819933,VII,mass
C00046290,2022-09-30,332651,XI,mass
C00046291,2024-11-28,2022555,IX,pyme
C00046292,2018-11-17,1125522,XVI,mass
C00046293,2025-05-19,1478373,IX,mass_affluent
C00046294,2022-12-29,579469,IV,mass
C00046295,2020-03-16,1420027,VI,mass_affluent
C00046296,2020-06-24,2138568,XVI,mass_affluent
C00046297,2021-12-01,1762767,VI,mass_affluent
C00046298,2024-02-06,1127920,XI,mass_affluent
C00046299,2018-06-08,923057,XVI,mass
C00046300,2025-04-11,714032,XI,mass
C00046301,2025-06-04,495247,XIV,mass
C00046302,2019-12-21,1978342,V,mass_affluent
C00046303,2021-09-24,924341,VIII,mass
C00046304,2020-01-23,572357,XII,mass
C00046305,2022-12-13,1027842,XI,mass
C00046306,2023-09-16,386119,IX,mass_affluent
C00046307,2022-01-02,793243,XIV,mass
C00046308,2022-07-30,5120220,XV,pyme
C00046309,2018-09-09,4907809,IV,pyme
C00046310,2021-04-07,723150,IX,mass
C00046311,2023-02-22,5671779,XI,pyme
C00046312,2021-08-15,1793632,X,mass_affluent
C00046313,2018-04-04,749923,RM,mass
C00046314,2021-12-24,1608673,XII,mass_affluent
C00046315,2022-08-18,689369,XI,mass
C00046316,2021-07-15,3804626,XVI,affluent
C00046317,2024-10-24,2691982,II,affluent
C00046318,2021-07-29,1646224,III,mass_affluent
C00046319,2018-11-03,1380307,III,mass_affluent
C00046320,2024-02-07,674670,IX,mass_affluent
C00046321,2021-11-05,649387,XV,mass
C00046322,2018-05-10,777900,XI,mass
C00046323,2023-12-05,1464670,RM,mass_affluent
C00046324,2022-01-09,3856425,IV,affluent
C00046325,2018-12-17,1800025,RM,mass_affluent
C00046326,2019-05-13,714503,XIV,mass
C00046327,2025-06-11,698376,IX,mass
C00046328,2021-12-17,853438,III,mass
C00046329,2023-12-16,1369292,II,mass_affluent
C00046330,2023-08-30,692015,II,mass
C00046331,2023-11-12,604273,II,mass
C00046332,2019-06-23,2660064,V,affluent
C00046333,2024-11-16,3546368,XII,affluent
C00046334,2021-10-15,553822,IX,mass
C00046335,2022-03-23,1761614,VI,mass_affluent
C00046336,2019-10-22,1483400,XI,mass
C00046337,2021-07-16,1255930,X,mass_affluent
C00046338,2023-03-14,744579,IV,mass
C00046339,2019-07-02,694614,RM,mass
C00046340,2021-07-26,1671464,XVI,mass_affluent
C00046341,2020-11-29,726431,VIII,mass
C00046342,2019-09-14,1388076,VII,mass_affluent
