id_cliente,id_cuenta,limite,apr
C00036389,T00036389,5000000,0.2599
C00036390,T00036390,2170034,0.2378
C00036391,T00036391,2009253,0.2792
C00036392,T00036392,3760040,0.2957
C00036393,T00036393,1027043,0.3142
C00036394,T00036394,845298,0.2899
C00036395,T00036395,2325602,0.2406
C00036396,T00036396,3787359,0.2812
C00036397,T00036397,911554,0.2956
C00036398,T00036398,1376586,0.2463
C00036399,T00036399,2535210,0.327
C00036400,T00036400,762385,0.3412
C00036401,T00036401,1661613,0.2366
C00036402,T00036402,4596097,0.2268
C00036403,T00036403,3154714,0.3364
C00036404,T00036404,2483232,0.2663
C00036405,T00036405,2828698,0.2553
C00036406,T00036406,1206149,0.3204
C00036407,T00036407,2400531,0.2742
C00036408,T00036408,1846833,0.3367
C00036409,T00036409,742752,0.3081
C00036410,T00036410,5000000,0.2772
C00036411,T00036411,962563,0.3127
C00036412,T00036412,5000000,0.3041
C00036413,T00036413,1171071,0.3252
C00036414,T00036414,2004897,0.2972
C00036415,T00036415,2098862,0.3482
C00036416,T00036416,5000000,0.2908
C00036417,T00036417,2784794,0.2292
C00036418,T00036418,4317050,0.2611
C00036419,T00036419,4105152,0.2655
C00036420,T00036420,5000000,0.276
C00036421,T00036421,2901331,0.3401
C00036422,T00036422,5000000,0.2947
C00036423,T00036423,2753208,0.2832
C00036424,T00036424,5000000,0.3346
C00036425,T00036425,2630444,0.2416
C00036426,T00036426,1965762,0.2754
C00036427,T00036427,1307499,0.2795
C00036428,T00036428,500744,0.2576
C00036429,T00036429,5000000,0.299
C00036430,T00036430,1649989,0.318
C00036431,T00036431,2913594,0.3133
C00036432,T00036432,5000000,0.2913
C00036433,T00036433,3230894,0.2828
C00036434,T00036434,1452701,0.2941
C00036435,T00036435,3119284,0.2222
C00036436,T00036436,1530699,0.3329
C00036437,T00036437,2992239,0.2438
C00036438,T00036438,1135615,0.2895
C00036439,T00036439,1534298,0.2322
C00036440,T00036440,1205864,0.2725
C00036441,T00036441,2797826,0.2365
C00036442,T00036442,2713059,0.2702
C00036443,T00036443,5000000,0.2746
C00036444,T00036444,5000000,0.2441
C00036445,T00036445,952306,0.2401
C00036446,T00036446,1271268,0.2749
C00036447,T00036447,2544848,0.3396
C00036448,T00036448,2838992,0.2626
C00036449,T00036449,2835196,0.2309
C00036450,T00036450,5000000,0.2991
C00036451,T00036451,1293617,0.2863
C00036452,T00036452,5000000,0.228
C00036453,T00036453,980590,0.2611
C00036454,T00036454,2246239,0.24
C00036455,T00036455,1101499,0.2884
C00036456,T00036456,3233148,0.2312
C00036457,T00036457,2729565,0.2897
C00036458,T00036458,5000000,0.2861
C00036459,T00036459,1399897,0.2522
C00036460,T00036460,3042944,0.2448
C00036461,T00036461,5000000,0.2727
C00036462,T00036462,1434866,0.2513
C00036463,T00036463,2941107,0.3227
C00036464,T00036464,5000000,0.2808
C00036465,T00036465,1860745,0.3486
C00036466,T00036466,2679704,0.347
C00036467,T00036467,1725155,0.3013
C00036468,T00036468,4408454,0.2912
C00036469,T00036469,2667715,0.3074
C00036470,T00036470,5000000,0.2871
C00036471,T00036471,1160112,0.274
C00036472,T00036472,1310220,0.2306
C00036473,T00036473,2398434,0.2874
C00036474,T00036474,5000000,0.2515
C00036475,T00036475,5000000,0.2071
C00036476,T00036476,3475461,0.345
C00036477,T00036477,4934969,0.2872
C00036478,T00036478,1529366,0.284
C00036479,T00036479,4022040,0.2924
C00036480,T00036480,3278810,0.3172
C00036481,T00036481,5000000,0.2627
C00036482,T00036482,2248551,0.3276
C00036483,T00036483,4959062,0.2231
C00036484,T00036484,1314728,0.342
C00036485,T00036485,876784,0.2414
C00036486,T00036486,5000000,0.2417
C00036487,T00036487,2493972,0.246
C00036488,T00036488,2106181,0.3078
C00036489,T00036489,4010332,0.2306
C00036490,T00036490,5000000,0.222
C00036491,T00036491,1384814,0.3013
C00036492,T00036492,1122230,0.2926
C00036493,T00036493,2217995,0.2377
C00036494,T00036494,2417557,0.2941
C00036495,T00036495,1329070,0.2883
C00036496,T00036496,2155608,0.2946
C00036497,T00036497,5000000,0.298
C00036498,T00036498,5000000,0.2599
C00036499,T00036499,3331998,0.2685
C00036500,T00036500,2153288,0.3161
C00036501,T00036501,2559954,0.3277
C00036502,T00036502,1475825,0.3238
C00036503,T00036503,1343156,0.2988
C00036504,T00036504,3601831,0.281
C00036505,T00036505,2462244,0.2447
C00036506,T00036506,5000000,0.2283
C00036507,T00036507,2071841,0.2834
C00036508,T00036508,1189094,0.3126
C00036509,T00036509,1957509,0.2789
C00036510,T00036510,5000000,0.2855
C00036511,T00036511,2301944,0.2469
C00036512,T00036512,2240109,0.3231
C00036513,T00036513,4116470,0.2603
C00036514,T00036514,2587985,0.3227
C00036515,T00036515,2105192,0.3372
C00036516,T00036516,4217150,0.2958
C00036517,T00036517,1993978,0.278
C00036518,T00036518,2558624,0.3017
C00036519,T00036519,594342,0.3296
C00036520,T00036520,3838258,0.3035
C00036521,T00036521,5000000,0.3139
C00036522,T00036522,1507336,0.251
C00036523,T00036523,5000000,0.2203
C00036524,T00036524,2951997,0.2871
C00036525,T00036525,3011345,0.3244
C00036526,T00036526,2258217,0.3012
C00036527,T00036527,5000000,0.2812
C00036528,T00036528,2046320,0.2968
C00036529,T00036529,1884902,0.2747
C00036530,T00036530,2964680,0.2315
C00036531,T00036531,1654134,0.28
C00036532,T00036532,3766713,0.3071
C00036533,T00036533,3383113,0.2269
C00036534,T00036534,1462935,0.2531
C00036535,T00036535,5000000,0.2229
C00036536,T00036536,2048240,0.3477
C00036537,T00036537,2303064,0.2802
C00036538,T00036538,1415574,0.2534
C00036539,T00036539,2660079,0.2495
C00036540,T00036540,2001371,0.2481
C00036541,T00036541,2075989,0.3234
C00036542,T00036542,1530408,0.2626
C00036543,T00036543,5000000,0.3086
C00036544,T00036544,1839523,0.295
C00036545,T00036545,3874052,0.2758
C00036546,T00036546,1568782,0.2368
C00036547,T00036547,3242856,0.2344
C00036548,T00036548,2084188,0.2975
C00036549,T00036549,2275070,0.2547
C00036550,T00036550,5000000,0.2162
C00036551,T00036551,1578708,0.2645
C00036552,T00036552,5000000,0.29
C00036553,T00036553,2918661,0.3315
C00036554,T00036554,2753466,0.3119
C00036555,T00036555,724972,0.263
C00036556,T00036556,1591092,0.2668
C00036557,T00036557,1193471,0.2701
C00036558,T00036558,5000000,0.329
C00036559,T00036559,1926773,0.2341
C00036560,T00036560,5000000,0.2668
C00036561,T00036561,2101033,0.3229
C00036562,T00036562,1426469,0.2883
C00036563,T00036563,5000000,0.2213
C00036564,T00036564,2358833,0.2859
C00036565,T00036565,4380043,0.3355
C00036566,T00036566,2752190,0.327
C00036567,T00036567,2171004,0.2828
C00036568,T00036568,1796593,0.2937
C00036569,T00036569,2835315,0.2361
C00036570,T00036570,4267802,0.2269
C00036571,T00036571,5000000,0.2903
C00036572,T00036572,1291436,0.2483
C00036573,T00036573,1443853,0.2744
C00036574,T00036574,2225131,0.3385
C00036575,T00036575,1647821,0.3237
C00036576,T00036576,2399602,0.2568
C00036577,T00036577,2452301,0.281
C00036578,T00036578,2306163,0.3279
C00036579,T00036579,3404031,0.3383
C00036580,T00036580,2690967,0.3032
C00036581,T00036581,1672755,0.3397
C00036582,T00036582,1472295,0.2831
C00036583,T00036583,2607945,0.238
C00036584,T00036584,3231180,0.3332
C00036585,T00036585,2913213,0.3075
C00036586,T00036586,2273258,0.3117
C00036587,T00036587,2587498,0.2577
C00036588,T00036588,1022516,0.2332
C00036589,T00036589,1979606,0.3056
C00036590,T00036590,5000000,0.2386
C00036591,T00036591,1995655,0.2157
C00036592,T00036592,2849849,0.2497
C00036593,T00036593,3094740,0.2942
C00036594,T00036594,2791690,0.2833
C00036595,T00036595,3556743,0.2538
C00036596,T00036596,2807737,0.2564
C00036597,T00036597,2035722,0.3388
C00036598,T00036598,3462185,0.2227
C00036599,T00036599,1880224,0.2999
C00036600,T00036600,5000000,0.3336
C00036601,T00036601,1611459,0.2586
C00036602,T00036602,4988341,0.2803
C00036603,T00036603,2428831,0.2966
C00036604,T00036604,2777733,0.2978
C00036605,T00036605,5000000,0.3203
C00036606,T00036606,1749274,0.3002
C00036607,T00036607,1668192,0.2691
C00036608,T00036608,1090771,0.2704
C00036609,T00036609,3738212,0.28
C00036610,T00036610,5000000,0.2804
C00036611,T00036611,610314,0.3464
C00036612,T00036612,1592949,0.2446
C00036613,T00036613,1563156,0.3077
C00036614,T00036614,3865597,0.3094
C00036615,T00036615,582740,0.3004
C00036616,T00036616,4217173,0.2542
C00036617,T00036617,5000000,0.2533
C00036618,T00036618,1214128,0.2713
C00036619,T00036619,4423849,0.2998
C00036620,T00036620,3496168,0.3235
C00036621,T00036621,2141396,0.2748
C00036622,T00036622,1545556,0.2629
C00036623,T00036623,1496403,0.2915
C00036624,T00036624,5000000,0.3177
C00036625,T00036625,2489358,0.2496
C00036626,T00036626,1349309,0.3203
C00036627,T00036627,2251210,0.3063
C00036628,T00036628,3762827,0.2164
C00036629,T00036629,5000000,0.2464
C00036630,T00036630,1630867,0.2939
C00036631,T00036631,4580763,0.3147
C00036632,T00036632,4732020,0.3224
C00036633,T00036633,5000000,0.3242
C00036634,T00036634,2422583,0.2706
C00036635,T00036635,2414255,0.3125
C00036636,T00036636,2628428,0.3447
C00036637,T00036637,5000000,0.2695
C00036638,T00036638,5000000,0.2621
C00036639,T00036639,5000000,0.2638
C00036640,T00036640,5000000,0.2278
C00036641,T00036641,3369830,0.3412
C00036642,T00036642,3329105,0.2305
C00036643,T00036643,1553957,0.2369
C00036644,T00036644,4539866,0.2374
C00036645,T00036645,2034661,0.3125
C00036646,T00036646,3922849,0.3234
C00036647,T00036647,2932177,0.331
C00036648,T00036648,1348280,0.2646
C00036649,T00036649,5000000,0.2114
C00036650,T00036650,3833398,0.2733
C00036651,T00036651,1753402,0.3407
C00036652,T00036652,3508364,0.2527
C00036653,T00036653,2420192,0.3141
C00036654,T00036654,2513427,0.2471
C00036655,T00036655,2831006,0.2577
C00036656,T00036656,784821,0.2549
C00036657,T00036657,1189301,0.2471
C00036658,T00036658,2348017,0.2549
C00036659,T00036659,3242541,0.3387
C00036660,T00036660,1065093,0.2922
C00036661,T00036661,1695118,0.3277
C00036662,T00036662,3594523,0.2114
C00036663,T00036663,1644520,0.3458
C00036664,T00036664,5000000,0.2353
C00036665,T00036665,3116561,0.2223
C00036666,T00036666,1654830,0.3235
C00036667,T00036667,633145,0.2774
C00036668,T00036668,2808665,0.2787
C00036669,T00036669,3827542,0.2227
C00036670,T00036670,986206,0.2958
C00036671,T00036671,4900242,0.2398
C00036672,T00036672,5000000,0.2765
C00036673,T00036673,2569143,0.2941
C00036674,T00036674,5000000,0.2292
C00036675,T00036675,1914381,0.2377
C00036676,T00036676,4678375,0.2213
C00036677,T00036677,1751582,0.3389
C00036678,T00036678,1745186,0.3428
C00036679,T00036679,3851473,0.2219
C00036680,T00036680,1572137,0.3285
C00036681,T00036681,5000000,0.2117
C00036682,T00036682,472195,0.3171
C00036683,T00036683,2701017,0.2904
C00036684,T00036684,947427,0.2517
C00036685,T00036685,5000000,0.3329
C00036686,T00036686,2813216,0.2739
C00036687,T00036687,2653139,0.2671
C00036688,T00036688,2324339,0.3088
C00036689,T00036689,5000000,0.2379
C00036690,T00036690,1111134,0.293
C00036691,T00036691,2176512,0.2526
C00036692,T00036692,3135614,0.2605
C00036693,T00036693,1314114,0.3257
C00036694,T00036694,5000000,0.3225
C00036695,T00036695,2050800,0.3136
C00036696,T00036696,2105464,0.3047
C00036697,T00036697,1355318,0.3434
C00036698,T00036698,1613260,0.2322
C00036699,T00036699,4841686,0.2689
C00036700,T00036700,2054896,0.276
C00036701,T00036701,3773691,0.2808
C00036702,T00036702,1816492,0.341
C00036703,T00036703,3913688,0.2852
C00036704,T00036704,2354443,0.2626
C00036705,T00036705,2013362,0.3318
C00036706,T00036706,1118325,0.2871
C00036707,T00036707,2477265,0.2646
C00036708,T00036708,1128527,0.309
C00036709,T00036709,5000000,0.305
C00036710,T00036710,5000000,0.2414
C00036711,T00036711,619050,0.2392
C00036712,T00036712,1671851,0.2589
C00036713,T00036713,1948435,0.265
C00036714,T00036714,5000000,0.2266
C00036715,T00036715,5000000,0.2637
C00036716,T00036716,4045874,0.316
C00036717,T00036717,3104841,0.2502
C00036718,T00036718,5000000,0.2395
C00036719,T00036719,1777141,0.2779
C00036720,T00036720,490666,0.2309
C00036721,T00036721,3954766,0.3186
C00036722,T00036722,4637476,0.3198
C00036723,T00036723,2542542,0.3288
C00036724,T00036724,5000000,0.2959
C00036725,T00036725,5000000,0.2639
C00036726,T00036726,2254357,0.3002
C00036727,T00036727,3220612,0.2357
C00036728,T00036728,5000000,0.2771
C00036729,T00036729,2203159,0.2786
C00036730,T00036730,5000000,0.2791
C00036731,T00036731,816749,0.2889
C00036732,T00036732,5000000,0.2843
C00036733,T00036733,767020,0.299
C00036734,T00036734,1059915,0.3327
C00036735,T00036735,4286178,0.2664
C00036736,T00036736,3441508,0.3083
C00036737,T00036737,2222770,0.2627
C00036738,T00036738,1735611,0.3118
C00036739,T00036739,5000000,0.2446
C00036740,T00036740,2493313,0.2273
C00036741,T00036741,3848260,0.2466
C00036742,T00036742,1009688,0.2898
C00036743,T00036743,2178803,0.2868
C00036744,T00036744,2324712,0.2443
C00036745,T00036745,1692686,0.2649
C00036746,T00036746,2633977,0.3348
C00036747,T00036747,2389529,0.2327
C00036748,T00036748,1464912,0.29
C00036749,T00036749,4250836,0.3206
C00036750,T00036750,1502753,0.3491
C00036751,T00036751,2366692,0.3403
C00036752,T00036752,1506181,0.2675
C00036753,T00036753,5000000,0.2329
C00036754,T00036754,2230607,0.2818
C00036755,T00036755,1295132,0.3234
C00036756,T00036756,2063428,0.2837
C00036757,T00036757,2756087,0.3374
C00036758,T00036758,2888024,0.283
C00036759,T00036759,1100250,0.2438
C00036760,T00036760,716514,0.3077
C00036761,T00036761,2914554,0.2644
C00036762,T00036762,4306572,0.2479
C00036763,T00036763,2572621,0.3235
C00036764,T00036764,2308665,0.2164
C00036765,T00036765,2171067,0.3036
C00036766,T00036766,3938066,0.2191
C00036767,T00036767,1101228,0.3252
C00036768,T00036768,5000000,0.2282
C00036769,T00036769,1748146,0.3363
C00036770,T00036770,3553537,0.2914
C00036771,T00036771,1701802,0.2745
C00036772,T00036772,820444,0.3451
C00036773,T00036773,4983429,0.2456
C00036774,T00036774,1085762,0.3296
C00036775,T00036775,2715193,0.3242
C00036776,T00036776,1578422,0.2873
C00036777,T00036777,4310406,0.3096
C00036778,T00036778,5000000,0.2511
C00036779,T00036779,3978213,0.2769
C00036780,T00036780,1241319,0.3178
C00036781,T00036781,2197104,0.2578
C00036782,T00036782,5000000,0.2251
C00036783,T00036783,3528714,0.3374
C00036784,T00036784,2315573,0.3045
C00036785,T00036785,5000000,0.2603
C00036786,T00036786,2209351,0.3014
C00036787,T00036787,5000000,0.2484
C00036788,T00036788,4253632,0.223
C00036789,T00036789,5000000,0.2012
C00036790,T00036790,4084069,0.292
C00036791,T00036791,1981362,0.3463
C00036792,T00036792,3556218,0.2275
C00036793,T00036793,5000000,0.2581
C00036794,T00036794,4499776,0.2203
C00036795,T00036795,5000000,0.2017
C00036796,T00036796,5000000,0.2252
C00036797,T00036797,5000000,0.2546
C00036798,T00036798,1544955,0.227
C00036799,T00036799,751475,0.3034
C00036800,T00036800,4353116,0.2708
C00036801,T00036801,5000000,0.2661
C00036802,T00036802,1895393,0.3089
C00036803,T00036803,3462642,0.2758
C00036804,T00036804,2328582,0.235
C00036805,T00036805,5000000,0.2069
C00036806,T00036806,1717684,0.2468
C00036807,T00036807,2164695,0.33
C00036808,T00036808,1698552,0.3262
C00036809,T00036809,1945273,0.3451
C00036810,T00036810,5000000,0.3122
C00036811,T00036811,3684421,0.2737
C00036812,T00036812,1724788,0.2347
C00036813,T00036813,5000000,0.2044
C00036814,T00036814,2792383,0.312
C00036815,T00036815,2285884,0.2357
C00036816,T00036816,1803509,0.2325
C00036817,T00036817,5000000,0.3063
C00036818,T00036818,5000000,0.2103
C00036819,T00036819,1560363,0.3292
C00036820,T00036820,2036296,0.3309
C00036821,T00036821,3162093,0.2847
C00036822,T00036822,3872577,0.2814
C00036823,T00036823,1977500,0.3138
C00036824,T00036824,1146840,0.3051
C00036825,T00036825,3335036,0.2919
C00036826,T00036826,5000000,0.2907
C00036827,T00036827,5000000,0.3282
C00036828,T00036828,1877380,0.3083
C00036829,T00036829,4837347,0.2417
C00036830,T00036830,1653616,0.2566
C00036831,T00036831,2356602,0.3299
C00036832,T00036832,2020172,0.2987
C00036833,T00036833,5000000,0.3137
C00036834,T00036834,1123457,0.2902
C00036835,T00036835,5000000,0.3262
C00036836,T00036836,4643197,0.2369
C00036837,T00036837,1660185,0.3296
C00036838,T00036838,2044162,0.3454
C00036839,T00036839,5000000,0.2182
C00036840,T00036840,1177542,0.3056
C00036841,T00036841,3791060,0.2665
C00036842,T00036842,1657357,0.2762
C00036843,T00036843,2510863,0.2334
C00036844,T00036844,3647028,0.2627
C00036845,T00036845,2195263,0.3172
C00036846,T00036846,2868095,0.2975
C00036847,T00036847,1472860,0.2979
C00036848,T00036848,1187884,0.2553
C00036849,T00036849,5000000,0.27
C00036850,T00036850,1670195,0.3494
C00036851,T00036851,3769737,0.2891
C00036852,T00036852,2720220,0.2993
C00036853,T00036853,4112868,0.3208
C00036854,T00036854,1773241,0.2869
C00036855,T00036855,1428225,0.3355
C00036856,T00036856,1070014,0.2337
C00036857,T00036857,3157976,0.2731
C00036858,T00036858,2558236,0.2742
C00036859,T00036859,507877,0.2371
C00036860,T00036860,4743261,0.2824
C00036861,T00036861,3105873,0.2436
C00036862,T00036862,2597613,0.3164
C00036863,T00036863,5000000,0.245
C00036864,T00036864,1269504,0.3205
C00036865,T00036865,5000000,0.2501
C00036866,T00036866,2620099,0.3185
C00036867,T00036867,2069105,0.3033
C00036868,T00036868,1349508,0.3299
C00036869,T00036869,3361911,0.3069
C00036870,T00036870,4908180,0.2474
C00036871,T00036871,1565207,0.3334
C00036872,T00036872,1390295,0.3341
C00036873,T00036873,2615876,0.2997
C00036874,T00036874,1215709,0.2671
C00036875,T00036875,2003199,0.3153
C00036876,T00036876,1138297,0.2567
C00036877,T00036877,1764380,0.2958
C00036878,T00036878,1685036,0.3346
C00036879,T00036879,2366728,0.3246
C00036880,T00036880,2788241,0.2352
C00036881,T00036881,2479430,0.3137
C00036882,T00036882,4190502,0.3197
C00036883,T00036883,1585676,0.2835
C00036884,T00036884,979747,0.2651
C00036885,T00036885,5000000,0.2494
C00036886,T00036886,5000000,0.2599
C00036887,T00036887,5000000,0.2147
C00036888,T00036888,1683354,0.305
C00036889,T00036889,2074484,0.3149
C00036890,T00036890,2582560,0.259
C00036891,T00036891,3712067,0.2829
C00036892,T00036892,1908332,0.3404
C00036893,T00036893,1715042,0.2604
C00036894,T00036894,1620941,0.2465
C00036895,T00036895,5000000,0.2965
C00036896,T00036896,2118566,0.2813
C00036897,T00036897,1316188,0.3395
C00036898,T00036898,1830095,0.283
C00036899,T00036899,5000000,0.2301
C00036900,T00036900,5000000,0.2804
C00036901,T00036901,2352705,0.3187
C00036902,T00036902,2959677,0.3047
C00036903,T00036903,5000000,0.2888
C00036904,T00036904,3031600,0.346
C00036905,T00036905,1417697,0.247
C00036906,T00036906,2697913,0.2308
C00036907,T00036907,5000000,0.2454
C00036908,T00036908,1801531,0.3045
C00036909,T00036909,2385655,0.3118
C00036910,T00036910,1355127,0.2795
C00036911,T00036911,4011344,0.3109
C00036912,T00036912,4520767,0.301
C00036913,T00036913,2228754,0.258
C00036914,T00036914,3500956,0.26
C00036915,T00036915,5000000,0.2271
C00036916,T00036916,2069853,0.3212
C00036917,T00036917,2011570,0.232
C00036918,T00036918,5000000,0.222
C00036919,T00036919,5000000,0.3059
C00036920,T00036920,5000000,0.2383
C00036921,T00036921,2231465,0.3069
C00036922,T00036922,5000000,0.2836
C00036923,T00036923,2925224,0.2882
C00036924,T00036924,5000000,0.2483
C00036925,T00036925,2239624,0.2951
C00036926,T00036926,1327093,0.2448
C00036927,T00036927,2215031,0.3077
C00036928,T00036928,1585347,0.339
C00036929,T00036929,2689564,0.2723
C00036930,T00036930,5000000,0.2292
C00036931,T00036931,4662199,0.2793
C00036932,T00036932,2520935,0.3194
C00036933,T00036933,5000000,0.2203
C00036934,T00036934,4793132,0.2366
C00036935,T00036935,5000000,0.2355
C00036936,T00036936,1684329,0.2815
C00036937,T00036937,556283,0.2504
C00036938,T00036938,1957817,0.2873
C00036939,T00036939,2627973,0.2797
C00036940,T00036940,1315252,0.2625
C00036941,T00036941,2492708,0.2509
C00036942,T00036942,1117803,0.2586
C00036943,T00036943,1117567,0.3469
C00036944,T00036944,2847278,0.3341
C00036945,T00036945,3622536,0.267
C00036946,T00036946,2216210,0.3469
C00036947,T00036947,1896309,0.2549
C00036948,T00036948,1350411,0.3393
C00036949,T00036949,2297315,0.3362
C00036950,T00036950,837346,0.2634
C00036951,T00036951,3468413,0.2945
C00036952,T00036952,5000000,0.2464
C00036953,T00036953,2455645,0.2916
C00036954,T00036954,1355786,0.3305
C00036955,T00036955,2365593,0.2582
C00036956,T00036956,2637919,0.2902
C00036957,T00036957,1013887,0.2726
C00036958,T00036958,3461234,0.3285
C00036959,T00036959,1315792,0.2969
C00036960,T00036960,1745280,0.2847
C00036961,T00036961,812835,0.2455
C00036962,T00036962,1782174,0.2995
C00036963,T00036963,2253788,0.2742
C00036964,T00036964,5000000,0.2447
C00036965,T00036965,1551260,0.3055
C00036966,T00036966,1224287,0.346
C00036967,T00036967,3278056,0.2936
C00036968,T00036968,3019028,0.3338
C00036969,T00036969,2998217,0.3077
C00036970,T00036970,1358019,0.3401
C00036971,T00036971,1273898,0.326
C00036972,T00036972,2645813,0.2995
C00036973,T00036973,1804228,0.3215
C00036974,T00036974,5000000,0.2087
C00036975,T00036975,3336932,0.3231
C00036976,T00036976,2617049,0.2586
C00036977,T00036977,2555906,0.3287
C00036978,T00036978,1555614,0.2571
C00036979,T00036979,1188714,0.3412
C00036980,T00036980,610323,0.3075
C00036981,T00036981,1786585,0.2583
C00036982,T00036982,2514352,0.2645
C00036983,T00036983,1653277,0.3198
C00036984,T00036984,2984594,0.2472
C00036985,T00036985,2120797,0.3498
C00036986,T00036986,3069984,0.2821
C00036987,T00036987,1367657,0.2739
C00036988,T00036988,5000000,0.2312
C00036989,T00036989,5000000,0.2795
C00036990,T00036990,5000000,0.2601
C00036991,T00036991,3287313,0.2979
C00036992,T00036992,5000000,0.2659
C00036993,T00036993,2789047,0.2806
C00036994,T00036994,3113902,0.3249
C00036995,T00036995,1750865,0.3343
C00036996,T00036996,2608904,0.2395
C00036997,T00036997,5000000,0.241
C00036998,T00036998,1503617,0.302
C00036999,T00036999,2220058,0.3195
C00037000,T00037000,1013422,0.2768
C00037001,T00037001,1184676,0.2488
C00037002,T00037002,5000000,0.2177
C00037003,T00037003,5000000,0.2438
C00037004,T00037004,1913654,0.2383
C00037005,T00037005,2546059,0.3439
C00037006,T00037006,1314408,0.3376
C00037007,T00037007,4931052,0.2771
C00037008,T00037008,2641889,0.2947
C00037009,T00037009,2422739,0.2495
C00037010,T00037010,3678478,0.2886
C00037011,T00037011,759414,0.3198
C00037012,T00037012,1061956,0.3443
C00037013,T00037013,3890970,0.346
C00037014,T00037014,3237002,0.3282
C00037015,T00037015,3991333,0.2936
C00037016,T00037016,3409343,0.2987
C00037017,T00037017,2462126,0.291
C00037018,T00037018,601627,0.261
C00037019,T00037019,2577940,0.2894
C00037020,T00037020,1979005,0.3276
C00037021,T00037021,1864259,0.264
C00037022,T00037022,2196974,0.2983
C00037023,T00037023,2004487,0.2561
C00037024,T00037024,1192635,0.2897
C00037025,T00037025,2465323,0.3
C00037026,T00037026,1394602,0.2666
C00037027,T00037027,3814211,0.2564
C00037028,T00037028,5000000,0.2998
C00037029,T00037029,3595688,0.2832
C00037030,T00037030,5000000,0.2381
C00037031,T00037031,1994928,0.2882
C00037032,T00037032,3906911,0.2561
C00037033,T00037033,1926697,0.2377
C00037034,T00037034,1454855,0.289
C00037035,T00037035,3172626,0.2749
C00037036,T00037036,2639361,0.2619
C00037037,T00037037,3225630,0.2528
C00037038,T00037038,2941710,0.3476
C00037039,T00037039,4375265,0.267
C00037040,T00037040,5000000,0.2883
C00037041,T00037041,2011814,0.3001
C00037042,T00037042,4437817,0.3304
C00037043,T00037043,3944301,0.2344
C00037044,T00037044,1596464,0.2334
C00037045,T00037045,1495931,0.2397
C00037046,T00037046,3672630,0.2567
C00037047,T00037047,4668977,0.2186
C00037048,T00037048,1177822,0.266
C00037049,T00037049,3066152,0.307
C00037050,T00037050,1063944,0.2917
C00037051,T00037051,1639844,0.3127
C00037052,T00037052,1111174,0.3399
C00037053,T00037053,2808610,0.2162
C00037054,T00037054,5000000,0.2947
C00037055,T00037055,3423284,0.3071
C00037056,T00037056,2473801,0.3456
C00037057,T00037057,2174299,0.2523
C00037058,T00037058,2057743,0.2761
C00037059,T00037059,2602887,0.2469
C00037060,T00037060,5000000,0.2307
C00037061,T00037061,1873196,0.2309
C00037062,T00037062,3493777,0.2475
C00037063,T00037063,5000000,0.2465
C00037064,T00037064,587348,0.335
C00037065,T00037065,3310196,0.2506
C00037066,T00037066,3126495,0.2371
C00037067,T00037067,2569676,0.2415
C00037068,T00037068,5000000,0.2884
C00037069,T00037069,861437,0.28
C00037070,T00037070,2646289,0.301
C00037071,T00037071,5000000,0.3038
C00037072,T00037072,2930090,0.2997
C00037073,T00037073,1897328,0.2307
C00037074,T00037074,2967881,0.2309
C00037075,T00037075,5000000,0.2958
C00037076,T00037076,4911508,0.2591
C00037077,T00037077,5000000,0.2296
C00037078,T00037078,1633504,0.2809
C00037079,T00037079,5000000,0.2664
C00037080,T00037080,1217991,0.2472
C00037081,T00037081,3815010,0.2621
C00037082,T00037082,3365239,0.2791
C00037083,T00037083,1551880,0.3114
C00037084,T00037084,2594354,0.2657
C00037085,T00037085,3337230,0.2659
C00037086,T00037086,1705791,0.2323
C00037087,T00037087,1329885,0.2618
C00037088,T00037088,2676925,0.2503
C00037089,T00037089,1560122,0.241
C00037090,T00037090,3189730,0.2292
C00037091,T00037091,1266749,0.3234
C00037092,T00037092,2928743,0.2847
C00037093,T00037093,1626372,0.2405
C00037094,T00037094,1892589,0.3415
C00037095,T00037095,1928124,0.3207
C00037096,T00037096,2451546,0.3382
C00037097,T00037097,1860363,0.3042
C00037098,T00037098,2821070,0.2504
C00037099,T00037099,5000000,0.2222
C00037100,T00037100,1827940,0.3342
C00037101,T00037101,5000000,0.2786
C00037102,T00037102,5000000,0.27
C00037103,T00037103,5000000,0.2876
C00037104,T00037104,3653627,0.2421
C00037105,T00037105,3624611,0.2934
C00037106,T00037106,1946012,0.2464
C00037107,T00037107,3626260,0.2914
C00037108,T00037108,3562625,0.3083
C00037109,T00037109,2495519,0.3009
C00037110,T00037110,2402023,0.2379
C00037111,T00037111,674196,0.2927
C00037112,T00037112,3080550,0.2867
C00037113,T00037113,2567085,0.274
C00037114,T00037114,2684168,0.2951
C00037115,T00037115,4627439,0.2499
C00037116,T00037116,1933315,0.2312
C00037117,T00037117,4719833,0.2734
C00037118,T00037118,1022041,0.2462
C00037119,T00037119,1104420,0.3284
C00037120,T00037120,3087591,0.319
C00037121,T00037121,5000000,0.2398
C00037122,T00037122,4791662,0.2668
C00037123,T00037123,558571,0.3082
C00037124,T00037124,3029713,0.2576
C00037125,T00037125,2789551,0.2936
C00037126,T00037126,5000000,0.2862
C00037127,T00037127,1458570,0.3471
C00037128,T00037128,2916600,0.2656
C00037129,T00037129,5000000,0.2282
